dataset_id,method_id,cell_type,spots,undirected_edges,mean_neighbor_absolute_difference,median_neighbor_absolute_difference,morans_i_knn,interpretation
gse205055_shapemix_mouse_embryo_e13_25um_v1,shapemix_count_only,Peripheral/sensory/motor neural,9901,32193,0.01991732981008708,0.0140507950288178,0.4708474727829675,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Mesenchymal,9901,32193,0.15038924549291835,0.0,0.12771633524321233,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Chondro-osteogenic,9901,32193,0.1417080183187873,0.0,0.22804364399667346,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Muscle,9901,32193,0.16486058694710407,0.1170192759320505,0.263773348458591,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Endothelial,9901,32193,0.09093223523062212,0.0479732034997006,0.07366245002229442,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Epithelial,9901,32193,0.05817934249680147,0.0,0.1136348222244854,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Hepatocyte,9901,32193,0.09688298747190528,0.0738660884853329,0.09040486819303269,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Erythroid,9901,32193,0.09402402564621476,0.0600528274326252,0.8363582431127915,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Immune,9901,32193,0.1643348978933936,0.1153754447128997,0.057433837288885035,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Neural progenitor/regional CNS,9901,32193,0.04463880742077777,0.0,0.5296938620275489,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Excitatory neuron,9901,32193,0.04491878416465484,0.0,0.32018201910016664,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Inhibitory neuron,9901,32193,0.04665360142991479,0.0,0.3682013079240594,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_25um_v1,nnls,Peripheral/sensory/motor neural,9901,32193,0.07161692357152166,0.0,0.1070426544784829,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Excitatory neurons,2500,8656,0.09206417672646028,0.0644654953651009,0.33173270552877865,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Inhibitory neurons,2500,8656,0.07408580234545249,0.05005133437610709,0.22809607719126046,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Other neurons,2500,8656,0.015542055804238565,0.0100024460224107,0.21845208080992617,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Astroglia/ependymal,2500,8656,0.11739488345878306,0.0775761182942889,0.22670842867659505,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Oligodendrocytes,2500,8656,0.06804620480481084,0.03790559385054775,0.34271913951748906,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,OPCs,2500,8656,0.0765071872927154,0.04575234603035071,0.1520256462251836,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Microglia/macrophages,2500,8656,0.07092394126226165,0.04280385034742385,0.038303305882293595,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Other immune,2500,8656,0.020014701634760858,0.0146381351270678,0.16418778099249617,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_length,Vascular/stromal,2500,8656,0.11395396733567707,0.09017767258564416,0.07726740885036984,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Excitatory neurons,2500,8656,0.055263651974598274,0.03533561458096545,0.24390921387801345,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Inhibitory neurons,2500,8656,0.09325422431495325,0.06700755088130216,0.2894449925089926,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Other neurons,2500,8656,0.013864137630635657,0.0091201514417129,0.2601423121456721,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Astroglia/ependymal,2500,8656,0.12718398985556711,0.08496949904936064,0.22196127530583604,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Oligodendrocytes,2500,8656,0.06943225188482868,0.039596466794460994,0.3388705218404945,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,OPCs,2500,8656,0.07839950099099013,0.04701563772785151,0.14875775307898215,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Microglia/macrophages,2500,8656,0.06660571349405371,0.03821300246630325,0.026938010292772232,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Other immune,2500,8656,0.026821000858281045,0.01961441782869615,0.20735987602750655,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,shapemix_count_only,Vascular/stromal,2500,8656,0.1203600918115791,0.09527975874679702,0.09320752163108023,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Excitatory neurons,2500,8656,0.004898596294710543,0.0,0.005319745817578339,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Inhibitory neurons,2500,8656,0.04381278127646777,0.0,0.054894573401929755,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Other neurons,2500,8656,0.15875216871854228,0.1077111477217193,0.12671022655859177,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Astroglia/ependymal,2500,8656,0.10075780445109432,0.043048519979263095,0.2149528462236545,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Oligodendrocytes,2500,8656,0.05331984343509276,0.0,0.19266968981825985,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,OPCs,2500,8656,0.05559926344258089,0.0114252635192923,0.06957363874145703,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Microglia/macrophages,2500,8656,0.1946984115547652,0.14855207984836236,0.16006678218460269,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Other immune,2500,8656,0.10448830963230572,0.07644724218725411,0.07682170297110358,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,nnls,Vascular/stromal,2500,8656,0.020291106444791988,0.0,0.05749427134255038,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_length,Excitatory neurons,10000,32515,0.1006548351494556,0.07521719857356839,0.2413378283570732,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_length,Inhibitory neurons,10000,32515,0.06974276827638981,0.04979706286886469,0.2885980926549224,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_length,Other neurons,10000,32515,0.04750939577380549,0.03407243404690549,0.09833242164995307,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_length,Astroglia/ependymal,10000,32515,0.09086612870093334,0.0575591927932151,0.19150820021640466,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_length,Oligodendrocytes,10000,32515,0.06378118012915837,0.0354483445437839,0.24046139185111248,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_length,OPCs,10000,32515,0.05880651437996503,0.033527300194282,0.06482221034688004,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_length,Microglia/macrophages,10000,32515,0.09011784036976339,0.060507804339871504,0.09881247728359613,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_length,Other immune,10000,32515,0.02693820116836326,0.020426180501738597,0.2033836502228468,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_length,Vascular/stromal,10000,32515,0.1042058337168047,0.0780722413307525,0.1167768451150387,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_count_only,Excitatory neurons,10000,32515,0.06361483769123838,0.04537790349826061,0.17201118494820383,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_count_only,Inhibitory neurons,10000,32515,0.08692665772107265,0.06447569402087129,0.3297737272593696,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_count_only,Other neurons,10000,32515,0.04467962511389,0.0319108082243503,0.12923975493030035,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_count_only,Astroglia/ependymal,10000,32515,0.09836806848005891,0.0644105305149921,0.19185985021287918,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_count_only,Oligodendrocytes,10000,32515,0.06601434686908852,0.03732193849730189,0.2364965466218743,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_count_only,OPCs,10000,32515,0.061071429771843655,0.035452659615439995,0.06214732558534942,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_count_only,Microglia/macrophages,10000,32515,0.08605374926178896,0.0558169337661435,0.07966715176706862,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_count_only,Other immune,10000,32515,0.03632372746592216,0.027915160487692214,0.22904798614752275,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,shapemix_count_only,Vascular/stromal,10000,32515,0.10047266668544945,0.0729152327683427,0.12099616554568925,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,nnls,Excitatory neurons,10000,32515,0.007207677999333066,0.0,0.004864227267270066,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,nnls,Inhibitory neurons,10000,32515,0.04439162386579078,0.0,0.04396935513960725,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,nnls,Other neurons,10000,32515,0.1955943838190628,0.14412075331756463,0.10345936124799002,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,nnls,Astroglia/ependymal,10000,32515,0.057804104034589555,0.0076067299514,0.2721565467649702,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,nnls,Oligodendrocytes,10000,32515,0.04522467207624682,0.0,0.15320091917952094,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,nnls,OPCs,10000,32515,0.036908767767145495,0.0,0.05959555336909426,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,nnls,Microglia/macrophages,10000,32515,0.18352752039424147,0.14511142510030872,0.16073081658232571,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,nnls,Other immune,10000,32515,0.10233119978774216,0.0805981382124435,0.14253624128660333,descriptive_no_spatial_prior
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,nnls,Vascular/stromal,10000,32515,0.02145093742112314,0.0,0.06599576944361438,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Mesenchymal,2500,8298,0.036263271466140126,0.022880398273571044,0.5344391080196169,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Chondro-osteogenic,2500,8298,0.04314804014637701,0.024702223289908697,0.5548639490723029,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Muscle,2500,8298,0.047011810401946345,0.026963762089267103,0.39508846537233816,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Endothelial,2500,8298,0.039499946495024654,0.02627108863312235,0.24639439198539753,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Epithelial,2500,8298,0.03320700937765848,0.020474190597585804,0.2554011716531683,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Hepatocyte,2500,8298,0.025791583063857627,0.017261212412366403,0.2781367306795216,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Erythroid,2500,8298,0.037057393229247275,0.021931861030570154,0.4589397125996534,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Immune,2500,8298,0.029531094530514453,0.019989566312426293,0.2449587050068431,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Neural progenitor/regional CNS,2500,8298,0.06114458560803202,0.031768875807058505,0.5670070961771058,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Excitatory neuron,2500,8298,0.042923193117084604,0.026069304184777646,0.5090870265618915,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Inhibitory neuron,2500,8298,0.04613172537047853,0.0237556647899391,0.753562951045251,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_length,Peripheral/sensory/motor neural,2500,8298,0.030645311319647935,0.019081854991592,0.33305676662101275,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Mesenchymal,2500,8298,0.029158286565542785,0.0198290992812687,0.5559724667608243,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Chondro-osteogenic,2500,8298,0.04448788903940209,0.02470824574430235,0.5822286777945773,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Muscle,2500,8298,0.04543731418964246,0.02581852402107744,0.4168167675106498,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Endothelial,2500,8298,0.03843265392626497,0.025340840941803444,0.26106693918774376,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Epithelial,2500,8298,0.03146594892301124,0.018664065584592698,0.2789017693324152,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Hepatocyte,2500,8298,0.025334726367753625,0.017064233986688347,0.2833695781089188,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Erythroid,2500,8298,0.0381534332281734,0.023084007738028003,0.4581982745361182,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Immune,2500,8298,0.028054723838617776,0.018951167862161996,0.2716568406237603,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Neural progenitor/regional CNS,2500,8298,0.06168201953642558,0.031680499613503894,0.5571581309926761,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Excitatory neuron,2500,8298,0.04011541549531645,0.024946312198053,0.48013837580168994,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Inhibitory neuron,2500,8298,0.04960512185460763,0.02517436851526185,0.7706245818977695,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,shapemix_count_only,Peripheral/sensory/motor neural,2500,8298,0.028698507762312975,0.0171696921020563,0.3853808408659229,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Mesenchymal,2500,8298,0.10563247747729522,0.0,0.11263678668191128,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Chondro-osteogenic,2500,8298,0.17637294992217967,0.07479653230200786,0.3082198488150645,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Muscle,2500,8298,0.13843967569748397,0.0657365089574115,0.19555631766334539,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Endothelial,2500,8298,0.07915429003287795,0.0368884950800286,0.09350016809907921,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Epithelial,2500,8298,0.06638785169304963,0.0,0.13073334457413394,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Hepatocyte,2500,8298,0.06367175823022247,0.03265117930903785,0.0752265322469673,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Erythroid,2500,8298,0.05355849595869956,0.0277642026251654,0.2632090690872843,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Immune,2500,8298,0.07896106087639314,0.0,0.044564838952510746,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Neural progenitor/regional CNS,2500,8298,0.1312426170305992,0.057075431962591794,0.41407750981530217,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Excitatory neuron,2500,8298,0.11951787066864807,0.0016626656411386,0.12036308118244377,descriptive_no_spatial_prior
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Inhibitory neuron,2500,8298,0.1459519028944835,0.0336298563420646,0.5621399424828624,descriptive_no_spatial_prior
