dataset_id,cell_type,spots,pearson_r,spearman_r,constant_map,mean_absolute_difference,median_absolute_difference,maximum_absolute_difference,mean_length_minus_count_only,evidence_class
gse205055_shapemix_mouse_embryo_e13_25um_v1,Inhibitory neuron,9901,0.9792563330970675,0.9911963013316852,False,0.0036800907327302276,0.0017508025237632022,0.177041709269524,0.001453258853169034,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_25um_v1,Peripheral/sensory/motor neural,9901,0.929351927232053,0.9471704998685434,False,0.00726594562326731,0.004192087362836092,0.1472858661084704,0.0028247908108980273,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,Excitatory neurons,2500,0.8690202286736198,0.8650636955301915,False,0.06464335668213864,0.044764306120924545,0.34611032019485255,0.06423090410146695,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,Inhibitory neurons,2500,0.8479753654885592,0.8459083263213323,False,0.044556832087203395,0.026767931883079854,0.3113674153988576,-0.03519455564897311,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,Other neurons,2500,0.9013586497221882,0.9449819757091164,False,0.004494621304270842,0.0023437707230025487,0.1009773468333846,0.0009411548700385642,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,Astroglia/ependymal,2500,0.9954349847788966,0.993509111025458,False,0.019323247322812022,0.016194768448237945,0.10683787221182323,-0.0185295553312513,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,Oligodendrocytes,2500,0.9963964358624549,0.992555698776912,False,0.0056678521586111304,0.0035904746855034003,0.07145943130838789,-0.0026297169149346986,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,OPCs,2500,0.9950907764451064,0.9899715780434526,False,0.006781624163281353,0.004438940719945543,0.057452773655883915,-0.003023722884288438,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,Microglia/macrophages,2500,0.9853013303897379,0.9762301796208289,False,0.009590582101028533,0.005786133514926201,0.11750636119607932,0.006110143214299673,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,Other immune,2500,0.9231580651833082,0.919371567771451,False,0.014314081475793577,0.011574775983505852,0.10268146362509181,-0.01371201590822767,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p21_20um_rep2_v1,Vascular/stromal,2500,0.9384124615086666,0.9265905001264801,False,0.030925646802095832,0.025187573761414214,0.22451462410160528,0.0018073645018700265,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,Excitatory neurons,10000,0.876514632721624,0.8728081425400814,False,0.06267025618743192,0.0450854994381004,0.38703411226585377,0.061955638846973624,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,Inhibitory neurons,10000,0.868621612249552,0.8514182680861827,False,0.0432739193796146,0.02724997953725261,0.3598196691616271,-0.03772316645492921,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,Other neurons,10000,0.7660663815256297,0.7996629637006297,False,0.02246470067787023,0.014772268906914701,0.2241845888067616,-0.00256042225721753,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,Astroglia/ependymal,10000,0.9933462931125876,0.9878678521586786,False,0.01578204286462894,0.012637414769503849,0.10440539238390198,-0.014855745199105493,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,Oligodendrocytes,10000,0.9954954608967651,0.9896835062128351,False,0.006372674899419396,0.004312564676238292,0.06713636023786562,-0.004329786620870642,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,OPCs,10000,0.9933714617868468,0.9873218477132184,False,0.006265908234776913,0.0040194390507973556,0.07044419747411121,-0.003950798558979064,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,Microglia/macrophages,10000,0.9804352173164834,0.9706942648669427,False,0.014031533352094212,0.009119848628294801,0.17033528827166,0.008466472453892005,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,Other immune,10000,0.9159070695992799,0.9133400273294002,False,0.021332926466635076,0.0180780980240852,0.1512813938930115,-0.02055246861821308,paired_prediction_map_stability
gse205055_shapemix_mouse_brain_p22_20um_100barcodes_rep2_v1,Vascular/stromal,10000,0.9576494986360757,0.9367891218318912,False,0.025112346856476193,0.0191369390754043,0.1576247421021558,0.013550276408449366,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Mesenchymal,2500,0.9514734132904261,0.9777656315145011,False,0.012491918098406333,0.005636538172353746,0.20374461739611371,0.011287790275375659,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Chondro-osteogenic,2500,0.9788134947646685,0.9875522063923531,False,0.008829856882845422,0.00404085726404475,0.1603354173459941,-0.0017187769125713516,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Muscle,2500,0.9843639591463647,0.9759930150388825,False,0.007735869078773674,0.004620489430385951,0.0761585360479693,0.001659121480635313,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Endothelial,2500,0.9793710797148619,0.9805109093937457,False,0.006154716913963586,0.003805301877275395,0.07758703201940942,0.000884559783593717,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Epithelial,2500,0.9702684681376617,0.9503476853676298,False,0.00718033656606367,0.004499623000491049,0.11463604709789618,0.0022289160856775398,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Hepatocyte,2500,0.9774458716201673,0.9812539648726345,False,0.004191902771379344,0.002667306095659401,0.0653359285162424,7.907259921403858e-05,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Erythroid,2500,0.9961305597198015,0.9938223122275701,False,0.0042771585831077015,0.0030772361927985502,0.0252380247285435,-0.0032267262243273307,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Immune,2500,0.9419609924300967,0.9520019660803147,False,0.007605965952786528,0.004711723653719996,0.1115559646901387,0.001014971658210719,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Neural progenitor/regional CNS,2500,0.9953728854845495,0.9848066512650643,False,0.006878199307185858,0.003909900427094902,0.08742325330800721,-0.0006986454077711298,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Excitatory neuron,2500,0.9414221462357582,0.9797750715800115,False,0.011100508840241642,0.004448801012771153,0.19446601592910467,0.0016856215069049633,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Inhibitory neuron,2500,0.9806174381786508,0.9821208281153325,False,0.014914683620943463,0.005845389139394558,0.2340490902478385,-0.012214850095075254,paired_prediction_map_stability
gse205055_shapemix_mouse_embryo_e13_50um_v1,Peripheral/sensory/motor neural,2500,0.8975768839632158,0.8881486356717819,False,0.011334228821364336,0.006390526813189048,0.1572214103165222,-0.0009810547498668813,paired_prediction_map_stability
gse205055_shapemix_human_hippocampus_50um_v1,Inhibitory neurons,2500,0.9523749543635232,0.9523219241475079,False,0.028228276028704077,0.021487753360894202,0.1629052794089454,-0.015537585513767632,paired_prediction_map_stability
gse205055_shapemix_human_hippocampus_50um_v1,Excitatory neurons,2500,0.9316127189442899,0.9464485141837624,False,0.014757145750764741,0.009013200747389347,0.1774221441272277,-0.004283683622669719,paired_prediction_map_stability
gse205055_shapemix_human_hippocampus_50um_v1,Astrocytes,2500,0.9934281903156511,0.9903210273153644,False,0.01579435793905982,0.012373950757479546,0.0941344114873126,0.0104956922358458,paired_prediction_map_stability
gse205055_shapemix_human_hippocampus_50um_v1,Oligodendrocytes,2500,0.9938506219576428,0.9894505951760955,False,0.01321038982894496,0.010223802428318149,0.085257328048849,0.007601368068062598,paired_prediction_map_stability
gse205055_shapemix_human_hippocampus_50um_v1,OPCs,2500,0.9708969301462773,0.9641244701639153,False,0.010521906561800725,0.007702356884238398,0.09925443144011101,-0.000759107654072766,paired_prediction_map_stability
gse205055_shapemix_human_hippocampus_50um_v1,Microglia,2500,0.99503386996626,0.9945067009450723,False,0.0075658275739144245,0.005347273471206296,0.08456372481799257,0.0024833164866017205,paired_prediction_map_stability
