path	other_machine_size_bytes	current_repo_size_bytes	current_minus_other_bytes	other_machine_sha256	current_repo_sha256
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101/atac/spatial.h5ad	27430165	27430165	0	5208480891ef5dd97e776620910661966f0eb1cca61240e8a9334674c2c75722	c0ea21567622f3d0c1ffcdfa8220a0b5c16890ec6e6c62e910c9c307c9972fd1
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211/atac/spatial.h5ad	27407334	27407334	0	aed76f68d2422ceafe276e920a4e72e30cff4ccbe6896cbdec00e6c5ed797b08	e355a28fb7849d55c03107ffdc7aa8666ff9f5fa572854a773d4dab8be252674
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211/atac/spatial.h5ad	27368765	27368765	0	77cb7eb1bacea934e15c974524f5cb393faff23866444f6bd9ed23041f6eb03e	bf13c2143419d075c1d4eb41861d7f53ab4616c313db5f8311e1269d25ff380d
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211/atac/spatial.h5ad	27268109	27268109	0	55e0e244fac46436efbc3e30f221efdb3c77f27575910a8f49c620b408026a71	eb47dfb419ebbc3ea677bd04b8d2ab4132d08c49238f702f702fd76335d22966
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101/atac/spatial.h5ad	27200243	27200243	0	d1aae07636f6c05613a94b14cf49ea52d319fb0184b93836f504fedf0609c69b	e14bdf4eb26515c521eb20d304e9ef733f9b6c900a8290c3d84bfb8b5afd140a
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211/atac/spatial.h5ad	27137057	27137057	0	54bff10157b63d08d76da795175d532820e3b07afc21f5fe7ee1b2b50f0411d3	3d8e65872ed1d6b667c818550b6cf498b7cac7650801618d4fd3e18bf3c52471
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101/atac/spatial.h5ad	26820590	26820590	0	f72ea7ca5f215f9eb640d1eea02da8f8023036a2f0152447744667c0b288504e	522fd5a365c081eb84394423451588f907ca575651051320ca7fe864df4c7acb
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_211/atac/spatial.h5ad	26813294	26813294	0	00f23d373c522f98938f69fa94d96ef16b2c15c620d62c9f02b4deaf4550ef1f	e31b2f4c5e5580424b121d902f2918179af7bafdbb1d0716c72485596d34a4ce
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_211/atac/spatial.h5ad	26811957	26811957	0	a0cf9166942140f9a64a8bc59a66a950f830df7cf4664635cf876cb5adfd822d	30f9c3dc01df39c67b1895fc7cb249f56c669d999ba62c69efa277526dfa8b36
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101/atac/spatial.h5ad	26785974	26785974	0	606921c92a5a44195874898964ad72b1169cb338bae098789ff46b5892bf9819	1412c7ce6dbd1ce27ef2b6fb991eb545861daf72511828ac98d7b611b8576503
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_211/atac/spatial.h5ad	26777109	26777109	0	fbc0a617ab49f32df9275b1874417ac2366080976426a23a53677b9df4bf5cdc	933aa47c842661d0bb42af38c96bec75948bbad53090d7c2448800565894ea24
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211/atac/spatial.h5ad	26761744	26761744	0	ce118fd06307e6f8f1981aa4a4457eba73fe34ccb9d288e8ba81d35405d6b108	04d6caea83d8ab139cc7179016d32be2f25a40cfe9c856925b1f3877197d0976
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_101/atac/spatial.h5ad	26648453	26648453	0	93fe68bc4e5518640f9f717db1397dd3ee56943337cf10c474d6267c259a34ff	9811a4afa228ec66e0e106efc8936e1e93d99e60b6cdf8e9c1558feda73aeab0
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_101/atac/spatial.h5ad	26629822	26629822	0	54b48f96cbb946f5b57ea7b162c495ca8f5502c7bed30a294a1d7a895bcc9444	f9fc8ac6b3f3eb8e4d34d9b907c26c9c342f8547fc463cb2b8709f2276fbd988
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_101/atac/spatial.h5ad	26614040	26614040	0	05c8352e4b9435cd0b59d4abe7aebd019833ec3c1d7acc18d6022694460862fa	a8324dad9668a0bb922a59007f7de08fecbc8d5c3b12fdeb197528d0bdc0bbc1
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211/atac/spatial.h5ad	26555959	26555959	0	fc8a3a91dd040c8770211766b6a33db72ac4e3450a7b5e364216eb5d4c925ec6	13a25f23731092edc45f7dc19f333114bacd3eb83461f2b7a51be568fbb5a41e
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_3301/heldout_test_cells.h5ad	17484663	17484663	0	01824eb508339dd59982954abf58337fd3e2db57ecc983649bde577f7bf42f8d	85ccfa11534d1c1aa308130414213b889d60dfc8828c1082e577e9b1bb3cc2c5
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_1103/heldout_test_cells.h5ad	17454489	17454489	0	f6ab3aa0cda31ac1c2c164b04750ea6d4dcdc52694c2565d11aaf1ab3f5eec60	1d4b9a7561852957fbb96758c775ab197e9af20e18933eed081b0b6102704fd9
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_5501/heldout_test_cells.h5ad	17394513	17394513	0	befbb471ab834ca826456c8def029c3fa8e0d6400ecb7a656f01c5395f62c7a6	02b09d73077a4c4626d0f1f6b99d828218974a054ffa8e733d581742690fd402
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_4409/heldout_test_cells.h5ad	17388293	17388293	0	a6ec7d03ef29a8f941c2cc887f7d3de76ca712952779c4203418d84122a6f5f0	e7fb7d3ea7bbf076910bf3f1f2229e0b8ef85443e76122049bd878a1a5b2c862
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_2203/heldout_test_cells.h5ad	17209506	17209506	0	e3fd4322289a4ae4efd655ff4b3e63eb0660407afc950131c2328e4ec8fb5a1a	229532544897a2a9d1118b3003cd96d42a3df42b3fe397d34b49f918b60248f8
data/raw/sources/celltypist/pbmc_granulocyte_sorted_10k/cell_type_mapping.csv	1730746	1730792	46	9e6f79da13efba281b213834a466b3fdcc37b6d48ace9c41a00653ad7cf86a4e	d8cda9a91a6714697700aafdef5b029e8da3649a3e7d3d364d81fea546f93011
data/archive/legacy_results/cell2location_results/deconvolution_plot.png	1398406	1497933	99527	1db25527338874b2cac1d24c8de1b1efe4fc3f71024f4fac6688e3e0d4616fbb	6a5acf9777273d88847d68c10e7534cb9eefc1e433f84b1a4e10fb725891f93d
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke/atac/reference_cells.h5ad	1259091	1259091	0	eb3323a260ecb6344939aeda712e807f776f5eee4055fe4f9a74106d6a43f116	23b98d76c5a46f25011fb767b38c903b797b289d7d69041d940a1ab7a2e2cc97
data/processed/shapemix/pbmc_granulocyte_sorted_10k/smoke/split_000/reference_cells.h5ad	1259171	1259091	-80	d5a4e3d0ad64b94684fd45d0a1e9388081953639c96b50e3e4bcb3a9e971d61e	d2ea8821dfde6ebe8f8316a687fc9779fed76d3e35f1ac5e5fbc1a20d919b8a8
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_1103/signal_audit.csv	733531	733527	-4	28ef223bbd5f8fe141be2dd79dc6a333455de7ca4e59904bfece3375c9ab7886	0a704b0b7a5172074de52a3b1eaefd5e23617dd04fa74181f4f9e85725ecfe7a
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_4409/signal_audit.csv	733452	733459	7	d608ed7f2ea604c53695dba77213723a82511e2d89715e2989eb6e51f5f8e598	3d051f30da53c0515c8152be199d685e49ac0bc73714d25e5bd3ce6ee96b7bfc
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_5501/signal_audit.csv	733325	733323	-2	3a0eb4a5c7d0f7f0c87524464a00c4edb2506f9eecfe9fcbea8de67f197cb5ab	abf8e3c8ac806caab9f64a6f6729e4ccd1f2013fcfd712f23bfe4619fbd2544f
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_3301/signal_audit.csv	733240	733238	-2	691acfd5738024fd7479dc43b1eb79e0d6e270508b17019f28f2868687e50d4f	b4e88b640dcd686733b88a01143d4aa733d7f91942728ef064e6325e16f4dc7d
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_2203/signal_audit.csv	733164	733159	-5	94c4a38cd5ae6073ea24696e843676ed60a2fa7434649d96d7a7722803adf67b	7a84e13025faffbd9c7ceaf9a3dc4c6e97d3a9f7beb3f16541af6fb61ca560a8
data/processed/shapemix/pbmc_granulocyte_sorted_10k/smoke/split_000/heldout_test_cells.h5ad	631027	631027	0	c0a9fbe90ebb0f8389eac2186003452b5185714aabab71fc05448a11c5d1bc48	f2894c1ea6c6e8ab2596ced84a64c8c4491f708bcfb871c08f8235fc411bfaa9
data/archive/legacy_results/rctd_results/rctd_vs_ground_truth.png	423033	488398	65365	4ce9e281ad4022e27a5f78d8cc82df5fe3862ed05c231fa591e6e017ddcb44af	e8385a67541882ea924cc3e07d59e382ed1b73732ef4776aad698e740e56e8b7
data/archive/legacy_results/rctd_results/ground_truth.png	450868	479271	28403	e31c38e91ee454de6d2c15651f3a200a3f803fb143b99add4e3c73ba4f78997e	fabc96c52c74a606f17cf5ed36fc8c90c16ec2c3fba2149bbfaa387807078976
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_5501/peak_selection.csv	324139	324140	1	fe2f99dd71a49e961220fcbbc1adc7ddfc40ec47b97e1b190d399dd891cecc79	4c05bbf15f91fea7847a093df47eae70d76f9ba9194a3a99ba18cd0c77832d3f
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_3301/peak_selection.csv	324096	324099	3	79c82c0417acfb6a7e293b13a64dd9a41327be7ebc6a207644e345c458cda035	8d7b62c1aaee03f43f1dfed477b15798fd453bbb1f357f9b395dd685fd63bd83
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_1103/peak_selection.csv	324098	324095	-3	6030eb34f6bbbd9a6820511c9842a7fed17ca79334776b095ea3ff4c7d587f61	2f5598eb6d35c129611adf1bb80e9dfa4906722e46f15021ce1564352b8647f4
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_4409/peak_selection.csv	324060	324056	-4	4c966176375a1365f70558232a3695dc75c457191fdfe3c1756aaf300fd56416	a5c9f47a879995b3f98c4a3fe0f8b4b5a752b1efd7cb6fdb7f78c5c8633b2ec6
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_2203/peak_selection.csv	324036	324035	-1	e1773bdb4d70e575803ccd8e5576e76f7765b147460db27c6e61329b6357bf9a	bf3a661cb00db57c8b4152b9c58b1437992170995d8c3eb4206a38dfcaa33c13
data/archive/legacy_results/rctd_results/estimated_proportions.csv	233288	227383	-5905	77be4ed08240f42fba8d71d0416b8fae575515e2896761958d302f352a791fe9	5fbb9dff2746f51ef8a3bfad6a6a9869c5dc5757abc24e7439090879d7840146
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke/atac/spatial.h5ad	177106	177106	0	c6fe53ef160d33cc4b262640b54b18ae0d9162abc4a1d1945bec3506cfba07ae	37231365fa8ab2718b01a9496d74fb12eb42fe461c8e75afba32fe5339e7e75b
data/archive/legacy_results/cell2location_results/q05_cell_abundance_w_sf.csv	70506	70458	-48	40751efc8a9e42c723417a8d53c320ab3d53a8416d65f6bde3dea67f1699ff46	aa2003403e1cbbdb99e2733d33590b15a75edb110b4b55174c3771fab5105556
data/archive/legacy_results/cell2location_results/means_cell_abundance_w_sf.csv	38777	38757	-20	bc15177fe53f28b694c581fa676a763fcb73bd19f544879207b9fa31ab123cbe	778d2c92f628f5ddbd683c6daa1f32caaccee16c5cde6e75bd1353697d296f14
data/processed/shapemix/pbmc_granulocyte_sorted_10k/smoke/split_000/signal_audit.csv	29712	29712	0	f609e4229afb58cc361e5a913ffc01a82dc0d2e98a8fca692588254ba551873c	996f45c719f88445c0ac210c1fb9412176110ff7c9619d2ee1c234c3e1683a9f
data/processed/shapemix/pbmc_granulocyte_sorted_10k/smoke/split_000/peak_selection.csv	12733	12735	2	52d3f54d09828f75f43938bdfb1d1bd5d562c951216c3ff7c5919c70599635c3	9c1a16c617d89744a7a5a4c6a9486db230ca76c56e2df697103a88d606261c51
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_1103/manifest.yaml	7895	7903	8	1f06f0972fd4138d087c2e1a6aa1cf38a506f142a0734375d33620f302af592d	621c413e2333cbb80598d29ab2c1479ffc3b28e149b66d4f2bb69c6a2776a8f8
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_2203/manifest.yaml	7895	7903	8	cf2ff024978c64369b1335550b471a37700ff80a5b9fe32f880947bb44f6ec0b	5d1bc1ddcee1b08ceb8e6c8c1e9dec6ece45d2890f29a7c223ba57b762daaae5
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_3301/manifest.yaml	7895	7903	8	cdc77cd068230174e87084df80f73ce3d7ce9d34a48deb08619d3e70fcb6f25b	e1898c1d61f0463f1966373417383ca869584f8c3855c51e427d39a8b880f7a3
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_4409/manifest.yaml	7895	7903	8	4faa712985d1becfe6450ec47d301874efeb937e754e5d9e7254c2109ecfd58e	e0fd255e5195f865880a8d1b6717526a7bf4725112ea43fa1f5e42dcf586df40
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_5501/manifest.yaml	7895	7903	8	c0e4e328f8712264c2fdaa5d35d2c3ddbb61ae7ca41c3e436b8e95346128b133	d77b235855a5165c4e1c40d5303a082fcdcb543af04ca88aa016ffb1bd955cf2
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101/simulation/manifest.yaml	7163	7171	8	4259ee8ece821b7256317115f1df2152120ba17f3e236e33314e3d821ce245e0	0c57a537b8c7497b39b6ba03c7608b5e3a894bfd40f689ca7f4d37ba4ce2c278
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211/simulation/manifest.yaml	7163	7171	8	c2bb44a030cd35b781ddab840cb51aa495f494ba75acef05e47ebb7cc6d5b803	f4fd1cee399096ac5be1ade88320999e43b29f2ac652b038967fc9d3f6024eea
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101/simulation/manifest.yaml	7163	7171	8	fc8d70dae7cc63e1d26ec81674180cb2933a278ce04c0f660cd6b431fe5ce7c2	1f2de58f2df709b46360f6fdb8e0e63c87018791355e1ac9d734a79f0f177e6c
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211/simulation/manifest.yaml	7163	7171	8	fe0928f8053b52df4629761a8ac75358482cf431aa9161f75453c96d03d46c4e	394bda8f3cb8fd169b2d7bb683ba6e006abc8a64cb68e84745514c5c714215d3
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_101/simulation/manifest.yaml	7163	7171	8	99c54d63f71bfd13cdbf8c09d9c716d8323b166338a786473c426360ae1c51b1	fa81f7044e7835bfb99631e3f3dd1b23ad5ee9251c5ce759eb9a0473a2e0489b
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_211/simulation/manifest.yaml	7163	7171	8	f9364b8987eb2de674378955d843c05f425114f1526c5807f579d8f3ba717612	8912f08699a31a57487d16dcf14f181aff9135328c83e34da91c98498814c07f
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_101/simulation/manifest.yaml	7163	7171	8	c8815a132fd4d64cd327224bb07ccd9dfe00157c21ac056ccc1c000bc527e31b	3eed8f6aef972b1f042ba71d3607dc4c8e25f46499fef27ef02ae701bdefb784
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_211/simulation/manifest.yaml	7163	7171	8	3e10f95305a93c77735605654e87631fb6ba57ee32560c3dc42156044888169e	59f214c0abcc290c8751a2ecaff96ee071162a3ec5ea7218af3717a407d5058a
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_101/simulation/manifest.yaml	7163	7171	8	8e7cd58c4c96016e98c553a2ae239629001d1d5b7b1c371de81dd5e3755311c4	fb82a99999c385a456e28fde87a74364b4483cbacfee50915d6dc54ac40a0016
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_211/simulation/manifest.yaml	7163	7171	8	a362e1e97889d9ad2fb6cccbd498a35fea9a0e9093c3437f5a55cce6e02871d7	7ea5c4f1fd0717e7f3bd81c9875aa331212d5017af3b5f7561a811c3fff1f026
data/processed/shapemix/pbmc_granulocyte_sorted_10k/smoke/split_000/manifest.yaml	7061	7069	8	5096f1a06187cfc426b47f3ca5ed2acb183b3eeb06594de1c7659c454f030af4	0d52828e3ae6a7f8ab4a464bc90f03ef053108021b8a8edb98e7eadc444ec9b1
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101/simulation/manifest.yaml	6923	6931	8	e052a453da8f960693f4d5c73294d80f622e213ef849d0d0349abb128110400a	6274254d592cb6f7f191711fb97a7f9584b20de2b691aba3a3a0f823b57a7596
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211/simulation/manifest.yaml	6923	6931	8	45f1d667cf367d8db864ccab2a6a7415b408fcb5f3957a9a65dde37e501c4a5c	a275f42d8ac30696cfe41b4d87a5721bc8faa7f6cc7643e10a99ef33168be66a
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101/simulation/manifest.yaml	6923	6931	8	0ae101a05e1282eedb403ef52f150a25146d2a3e652287abba1e0f4afd314740	5a5e61d488b85f2e9727d1d427fddec4b55320f425f54b2a3031905114cc433a
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211/simulation/manifest.yaml	6923	6931	8	e068058da3640bcb5e5e172e2f6850845cba4f8d7c520dc04a0e4a9271e96ebb	86d42723e0bfe8b271f55891cc5a3c9c298af7812c811cce1ad1e91dfcaf8da4
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101/simulation/manifest.yaml	6923	6931	8	467bc59f787c171deb0e20c7bd036a0a4cac14f97b5d89f50f24c92f202d1a55	dad51f007d42f4219e153f4e7c5e4aafc45d11a25743bb4018ff30e999399285
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211/simulation/manifest.yaml	6923	6931	8	69f8fde48f4fe5736d932f1fb3f5bc4d3c2cba6c006ac7ab4267b91482b29b7a	50db2214aba79a90b068d9cec525f1a01827ed3b10895b0f15c1fbd42c3792ba
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101/simulation/manifest.yaml	6923	6931	8	66f31abe70d0b1c6b5e7844035404a60dd3395d75bdcc45c7484cbf9d0138267	8f0f8ef1636afca6b3a7c3641f9626405128656812dbab1d871378395b1afc0f
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211/simulation/manifest.yaml	6923	6931	8	3fa301e6637967488275bba6f904090e81de1a6e5af19db85392ee6bdde7cb32	de525cac37aa1f249b01059a083b5c3f668aca8d1ce436d18fb3e26a7550d8b0
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101/simulation/manifest.yaml	6923	6931	8	eddd429bbd91fbf662c2bb1bf9c9a182e7abfeb1cdd7c2aaa9553152ff7b98c5	381b23ba1fabbef6d6c15f5e253c9e2e2ea5c82c1f0b3e602409ea9a07a97a4e
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211/simulation/manifest.yaml	6923	6931	8	76e498bd27b3498fcb5e16ec33ec9be60e253a004cfd19ed1a8c7c61432ed9f8	84d0e9d9bc6d74dd283ef51fc9aea360c64c9083ba162b37ced17b12a3126b8f
data/processed/datasets/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke/simulation/manifest.yaml	6790	6798	8	c1fbfb5494800238c48ed769dd43780b8395137cac8ef21d33e643b4697b35ba	927a3c2a5901a645952ca9325080dba3c8d54cfccd54eee958bfdf76663edc6c
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_3301/signal_audit_summary.yaml	5822	5824	2	5ce4088c4bd860a6af3216e803b16aab3d00365548a13dea7233b34a00cbc7ed	d905b34b15cddbed75af407e1caf252d7376330d52b5f297fc6caf324b55b55d
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_5501/signal_audit_summary.yaml	5821	5823	2	d3941a7e27defa7b30f34f0ca566bee2ac5abf7b49fd8c6a0ba5ca1d95afde9c	7ac5db33b047f85fc34fedc1402f7c32051a4f040c12bd43b27732f3c5b680cf
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_1103/signal_audit_summary.yaml	5816	5818	2	f951c6ca9d8f9d64e087537894da295c7013a10022c7e2c0530289fc5ec71dd8	1dd5068da1b35fc61a26299e6652232c74d12980c69e5b57b5718ee71b770b23
