"","cell_ID","T_reg","mono-mac","T_CD8","tumour_2","tumour_1","T_CD4","plasma","pDC","mDC","myeloid"
"68","67",0,0.135153076969834,0,0,0.706413948820137,0,0.158432974210029,0,0,0
"69","68",0,0,0,0,1,0,0,0,0,0
"70","69",0,0,1,0,0,0,0,0,0,0
"71","70",0,0,0,0,0,0.25745864806961,0.74254135193039,0,0,0
"72","71",0,0.438102986288666,0.561897013711334,0,0,0,0,0,0,0
"73","72",0,0,0,0,0.566825775179997,0,0.433174224820003,0,0,0
"74","73",0,0,0,0.729687967441989,0,0,0,0,0.270312032558011,0
"75","74",0,0,0.750661663389286,0,0,0,0,0,0,0.249338336610714
"76","75",0,0,1,0,0,0,0,0,0,0
"77","76",0.247753653054305,0,0,0.585438752802213,0,0,0.166807594143483,0,0,0
"78","77",0,0.452818433036377,0,0.547181566963623,0,0,0,0,0,0
"79","78",0,0.10855763453344,0,0.780174920320289,0.11126744514627,0,0,0,0,0
"80","79",0.362647920587898,0,0,0.637352079412102,0,0,0,0,0,0
"81","80",0.268360602156295,0,0,0.731639397843705,0,0,0,0,0,0
"82","81",0.300429913634315,0.134052043634831,0,0.565518042730854,0,0,0,0,0,0
"83","82",0,0,0.173578075782091,0.530326363995343,0,0,0.296095560222566,0,0,0
"84","83",0,0,0,0.134855108190371,0,0.865144891809629,0,0,0,0
"85","84",0,0.659707868927714,0.0324426194046894,0,0.307849511667597,0,0,0,0,0
"86","85",0,0.486281840824323,0,0,0.513718159175677,0,0,0,0,0
"87","86",0,0.167312435680947,0,0,0.832687564319053,0,0,0,0,0
"88","87",0,0,0,0,1,0,0,0,0,0
"89","88",0,0.105247082769286,0,0,0.894752917230714,0,0,0,0,0
"90","89",0,0.257550570520701,0.251103351591464,0,0.491346077887834,0,0,0,0,0
"91","90",0,0,0,0,0,0,0,0,0,1
"92","91",0,0,0.497248544062042,0,0,0.219282424076049,0.283469031861909,0,0,0
"93","92",0,0,0,0,0,0,1,0,0,0
"94","93",0,0,0.389183627300254,0,0,0.364948391917574,0.124540125261975,0,0,0.121327855520197
"95","94",0,0.368332780234057,0,0.631667219765943,0,0,0,0,0,0
"96","95",0,0.370233085923616,0,0.629766914076384,0,0,0,0,0,0
"97","96",0.254926455926933,0,0,0.745073544073067,0,0,0,0,0,0
"98","97",0,0,0,0.858338091583844,0.141661908416156,0,0,0,0,0
"99","98",0.236218666544752,0.226933753320347,0,0.379509624007718,0,0,0.157337956127183,0,0,0
"100","99",0,0.44476919654802,0.376864680686478,0,0,0,0,0,0,0.178366122765503
"101","100",0.177910311982444,0.151908825688983,0,0.50587056334058,0,0,0.164310298987993,0,0,0
"102","101",0,0.406020450391022,0,0.593979549608978,0,0,0,0,0,0
"103","102",0,0,0.806759007804282,0,0,0.193240992195718,0,0,0,0
"104","103",0,0.453813716185729,0.366959779792532,0,0,0,0.179226504021739,0,0,0
"105","104",0,0,0,0,1,0,0,0,0,0
"106","105",0,0.161795336390973,0,0,0.838204663609027,0,0,0,0,0
"107","106",0,0,0,0,0.608369545218877,0,0.391630454781124,0,0,0
"108","107",0,0.390740108153838,0,0,0.609259891846162,0,0,0,0,0
"109","108",0,0.162171045267736,0,0,0.837828954732264,0,0,0,0,0
"110","109",0,0.200752136815677,0.337556347247136,0,0.461691515937186,0,0,0,0,0
"111","110",0,0.148257312251911,0,0.0968668198329369,0.754875867915152,0,0,0,0,0
"112","111",1,0,0,0,0,0,0,0,0,0
"113","112",0,0,1,0,0,0,0,0,0,0
"114","113",0,0,0,0,0,0,1,0,0,0
"115","114",0,0.562524503764876,0.437475496235124,0,0,0,0,0,0,0
"116","115",0.596815340290604,0,0,0.403184659709396,0,0,0,0,0,0
"117","116",0,0,0,1,0,0,0,0,0,0
"118","117",0,0.317404951649567,0,0.682595048350433,0,0,0,0,0,0
"119","118",0,0,0.0720288222978122,0,0,0,0,0,0.927971177702188,0
"120","119",0.101665010393125,0.361240986253574,0,0.537094003353301,0,0,0,0,0,0
"121","120",0.405457845967991,0,0,0.594542154032009,0,0,0,0,0,0
"122","121",0,0,0.885688772400345,0,0,0,0,0,0.114311227599655,0
"123","122",0,0,0.870006158844181,0,0,0.129993841155819,0,0,0,0
"124","123",0,0,0.57765695596574,0.224135944654263,0,0.198207099379997,0,0,0,0
"125","124",0,0,0,0.114066348094169,0.885933651905831,0,0,0,0,0
"126","125",0,0,0,0,1,0,0,0,0,0
"127","126",0,0.278108225200635,0,0,0.521388042254501,0,0,0,0.200503732544865,0
"128","127",0,0,0,0,0.314474148227944,0.177467771868437,0.508058079903619,0,0,0
"129","128",0,0,0,0,0.785807041507385,0,0.214192958492615,0,0,0
"130","129",0,0,0,0,0.852307917834013,0,0.147692082165987,0,0,0
"131","130",0,0.368137183704396,0,0,0.631862816295603,0,0,0,0,0
"132","131",0,0,0,0,1,0,0,0,0,0
"133","132",0,0,0,0,1,0,0,0,0,0
"134","133",0,0,0.69181847342858,0,0,0.30818152657142,0,0,0,0
"135","134",0,0.351841900895643,0,0.648158099104357,0,0,0,0,0,0
"136","135",0,0,0.90064602885325,0,0,0,0.0993539711467501,0,0,0
"137","136",0.140423990684279,0.202848924547682,0,0.446900697709624,0,0,0.209826387058414,0,0,0
"138","137",0,0.178002588684206,0.657103711936451,0,0,0.164893699379344,0,0,0,0
"139","138",0,0.405407877692033,0.316702910385179,0,0,0,0.277889211922787,0,0,0
"140","139",0.165580782948775,0.328553190107655,0,0.50586602694357,0,0,0,0,0,0
"141","140",0,0.237413105164786,0.398317357143176,0.234707113658262,0,0,0.129562424033775,0,0,0
"142","141",0.343756032361897,0,0,0.656243967638103,0,0,0,0,0,0
"143","142",0,0,0,0,0.68194613912703,0,0.318053860872971,0,0,0
"144","143",0,0.14246535862942,0,0,0.85753464137058,0,0,0,0,0
"145","144",0,0.14909513086446,0,0,0.85090486913554,0,0,0,0,0
"146","145",0,0,0,0,1,0,0,0,0,0
"147","146",0,0,0,0,1,0,0,0,0,0
"148","147",0,0,0,0,1,0,0,0,0,0
"149","148",0,0.391062022561871,0,0,0.608937977438129,0,0,0,0,0
"150","149",0,0.184797951927345,0,0,0.815202048072655,0,0,0,0,0
"151","150",0,0,0,0,1,0,0,0,0,0
"152","151",0,0,0,0,0,0,1,0,0,0
"153","152",0,0,0,0,1,0,0,0,0,0
"154","153",0,0,0.511902275578188,0,0,0.488097724421812,0,0,0,0
"155","154",0,0,0,1,0,0,0,0,0,0
"156","155",0,0,0.729581285119301,0,0,0.162410234660941,0,0,0,0.108008480219758
"157","156",0,0.57786658020387,0.196589789509496,0.225543630286634,0,0,0,0,0,0
"158","157",0,0,0,0.655663105621777,0,0,0.162023975250832,0,0.182312919127391,0
"159","158",0,0.277339510775609,0.322235382412045,0,0,0.158431829947609,0.241993276864738,0,0,0
"160","159",0.113154532686234,0,0,0.886845467313766,0,0,0,0,0,0
"161","160",0,0,1,0,0,0,0,0,0,0
"162","161",0,0,0,0,0.779484397783642,0.220515602216358,0,0,0,0
"163","162",0,0.379404749171529,0,0,0.620595250828471,0,0,0,0,0
"164","163",0,0.203011025436329,0.409130086968836,0,0.387858887594834,0,0,0,0,0
"165","164",0,0,0,0,1,0,0,0,0,0
"166","165",0,0,0,0,1,0,0,0,0,0
"167","166",0,0.250858428423314,0.229444770779553,0,0.519696800797133,0,0,0,0,0
"168","167",0,0,0,0,1,0,0,0,0,0
"169","168",0,0.182349785802444,0,0,0.817650214197556,0,0,0,0,0
"170","169",0,0.23144257796044,0,0,0.632277208091612,0,0.136280213947948,0,0,0
"171","170",0,0,0,0,1,0,0,0,0,0
"172","171",1,0,0,0,0,0,0,0,0,0
"173","172",0,0,0,0,0,0,1,0,0,0
"174","173",0,0.500060219790471,0.499939780209529,0,0,0,0,0,0,0
"175","174",0,0,0,0.663193765118737,0.209138691175061,0,0.127667543706202,0,0,0
"176","175",0,0,0.751732259072824,0,0,0,0.248267740927176,0,0,0
"177","176",0.142722195470032,0,0.697416682851336,0,0,0,0.159861121678632,0,0,0
"178","177",0,0,1,0,0,0,0,0,0,0
"179","178",0.292350057047525,0.186442768131211,0,0.521207174821265,0,0,0,0,0,0
"180","179",0,0,0.61143096057603,0,0,0,0.38856903942397,0,0,0
"181","180",0,0,0,0,0,0,0.848302403063929,0,0,0.151697596936071
"182","181",0.404688393421984,0,0,0.595311606578016,0,0,0,0,0,0
"183","182",0,0.302340580748662,0,0,0.697659419251338,0,0,0,0,0
"184","183",0,0.241176663733213,0,0,0.758823336266787,0,0,0,0,0
"185","184",0,0.442670930055848,0,0,0.414821931878188,0,0.142507138065964,0,0,0
"186","185",0,0.391094459346439,0.258845732186902,0,0.350059808466659,0,0,0,0,0
"187","186",0,0.464028221260056,0.182940365739822,0,0.353031413000122,0,0,0,0,0
"188","187",0,0.300081518149822,0.315700324798293,0,0.245444641061093,0,0.138773515990793,0,0,0
"189","188",0,0,0,0,0.797635134059557,0,0.202364865940443,0,0,0
"190","189",0,0.259443738721498,0.314076853287871,0,0.426479407990631,0,0,0,0,0
"191","190",0,0,0,0,1,0,0,0,0,0
"192","191",0,0,0,0,1,0,0,0,0,0
"193","192",0,0,0,0,0,0,1,0,0,0
"194","193",0,0,0,1,0,0,0,0,0,0
"195","194",0,0,0,1,0,0,0,0,0,0
"196","195",0,0.239961640472825,0.524487276777993,0,0,0,0.235551082749182,0,0,0
"197","196",0,0.376784778880793,0,0.623215221119207,0,0,0,0,0,0
"198","197",0,0,0,1,0,0,0,0,0,0
"199","198",0,0.308294819031644,0.691705180968356,0,0,0,0,0,0,0
"200","199",0,0,0.720666495338042,0,0,0.279333504661958,0,0,0,0
"201","200",0,0.304684292244799,0.519795691565937,0.175520016189265,0,0,0,0,0,0
"202","201",0,0.226231453170245,0,0.773768546829755,0,0,0,0,0,0
"203","202",0,0,0,0,1,0,0,0,0,0
"204","203",0,0.650670172067227,0,0,0,0,0,0,0,0.349329827932773
"205","204",0,0,0,0,1,0,0,0,0,0
"206","205",0,0,0,0,1,0,0,0,0,0
"207","206",0,0,0,0,0.848752045643988,0,0.151247954356012,0,0,0
"208","207",0,0,0,0,1,0,0,0,0,0
"209","208",0,0,0,0,0.552331041903413,0,0.447668958096587,0,0,0
"210","209",0,0.560845181945432,0.156380978751693,0,0.0984508477031126,0,0.184322991599762,0,0,0
"211","210",0,0,0,0,1,0,0,0,0,0
"212","211",0,0,0,0,0,0.376837434465014,0.623162565534986,0,0,0
"213","212",0,0,0.519219084984976,0.165940904527653,0,0,0,0,0,0.314840010487371
"214","213",0,0,0,0,0,0.198267341440433,0.442048116918803,0,0.359684541640764,0
"215","214",0.199414401924047,0.288222605653201,0,0.512362992422752,0,0,0,0,0,0
"216","215",0,0.125567483358536,0,0.874432516641464,0,0,0,0,0,0
"217","216",0,0,0,0,0,0,0,0.068360006073888,0,0.931639993926112
"218","217",0,0,0,0,0,0,0,0,1,0
"219","218",0,0,0.936886589134782,0,0,0,0,0,0,0.0631134108652185
"220","219",0,0.319727340664038,0,0.680272659335962,0,0,0,0,0,0
"221","220",0,0.481112583552159,0,0.518887416447841,0,0,0,0,0,0
"222","221",0,0,1,0,0,0,0,0,0,0
"223","222",0,0,0.671709220852948,0,0,0,0.328290779147052,0,0,0
"224","223",0,0.570964852099566,0,0.197699047478232,0,0,0.231336100422202,0,0,0
"225","224",0,0.195250450514406,0,0,0.804749549485594,0,0,0,0,0
"226","225",0,0.100451077536197,0,0,0.784710177197996,0,0.114838745265807,0,0,0
"227","226",0,0.215797805227725,0,0,0.784202194772275,0,0,0,0,0
"228","227",0.313824798899589,0,0,0,0.686175201100411,0,0,0,0,0
"229","228",0,0.239402079211541,0,0,0.760597920788459,0,0,0,0,0
"230","229",0,0.227305724510857,0.368634524233952,0,0.404059751255191,0,0,0,0,0
"231","230",0,0.365894416481729,0,0,0.634105583518271,0,0,0,0,0
"232","231",0,0,0,0,0.55219453906219,0,0.44780546093781,0,0,0
"233","232",0,0,0,0,0,0,1,0,0,0
"234","233",0,0.252892787250494,0.425748610309029,0,0,0,0.321358602440477,0,0,0
"235","234",0,0,0,0.612334289060343,0,0.270680339261458,0.116985371678199,0,0,0
"236","235",0,0.313766762770342,0.686233237229658,0,0,0,0,0,0,0
"237","236",0,0.139978830700112,0,0.860021169299888,0,0,0,0,0,0
"238","237",0,0,0,0,0,0.330267278648255,0.669732721351745,0,0,0
"239","238",0.282049219190892,0,0,0.717950780809108,0,0,0,0,0,0
"240","239",0,0,0,0,0,0.200748149630928,0.799251850369072,0,0,0
"241","240",0,0.310282698019275,0,0.689717301980725,0,0,0,0,0,0
"242","241",0,0.279710082128388,0,0.720289917871613,0,0,0,0,0,0
"243","242",0,0.225807293308293,0,0.774192706691707,0,0,0,0,0,0
"244","243",0,0.222151465163259,0.1537085389925,0,0.489295526641775,0.134844469202467,0,0,0,0
"245","244",0,0.342934851178262,0.168749785273383,0,0.488315363548354,0,0,0,0,0
"246","245",0,0,0,0,1,0,0,0,0,0
"247","246",0,0.217944438670736,0,0,0.546876876566701,0,0.235178684762563,0,0,0
"248","247",0,0,0,0,0.229865768542234,0.17186690029943,0.467481493761745,0,0.130785837396591,0
"249","248",0,0,0,0,0.3742760984857,0.214986394821364,0.410737506692936,0,0,0
"250","249",0,0.476006016022959,0.127162107898798,0,0.396831876078244,0,0,0,0,0
"251","250",0,0,0,0,0.822826412700487,0,0.177173587299513,0,0,0
"252","251",0.413516983796238,0,0.103817285305798,0,0,0.482665730897964,0,0,0,0
"253","252",0,0,0,0,0.123935158609812,0.486056537828047,0.390008303562141,0,0,0
"254","253",0,0,0,0,0,0.307647719739779,0.692352280260221,0,0,0
"255","254",0,0,0.560665256668758,0,0.258293112926337,0,0,0.181041630404905,0,0
"256","255",0,0,0,0,0,0.195467432540922,0.804532567459078,0,0,0
"257","256",0,0,0.555912639499572,0,0,0.444087360500428,0,0,0,0
"258","257",0,0,0.765492515540689,0.234507484459311,0,0,0,0,0,0
"259","258",0,0,0,0.581438744630189,0,0,0.418561255369811,0,0,0
"260","259",0.138350840183643,0.300622719233409,0,0.440929346181997,0,0,0.12009709440095,0,0,0
"261","260",0,0,0,1,0,0,0,0,0,0
"262","261",0,0.244317626926847,0.31982451516599,0,0.178075681321371,0,0.257782176585792,0,0,0
"263","262",0,0.198292772433527,0,0,0.801707227566473,0,0,0,0,0
"264","263",0,0,0,0,1,0,0,0,0,0
"265","264",0,0,0,0,0.752092369461988,0,0.247907630538012,0,0,0
"266","265",0,0.155090727400654,0,0,0.844909272599346,0,0,0,0,0
"267","266",0,0.157286765468059,0,0,0.842713234531941,0,0,0,0,0
"268","267",0,0.383904608002374,0,0,0.616095391997626,0,0,0,0,0
"269","268",0,0,0,0,0.317164345892562,0,0.682835654107438,0,0,0
"270","269",0,0,0.546083460253301,0,0.218172197354403,0,0.235744342392296,0,0,0
"271","270",0,0,0,0,0.837259767770488,0,0.162740232229512,0,0,0
"272","271",0,0,0,0,0,0,1,0,0,0
"273","272",0,0.212916356292107,0,0.626460517579477,0,0,0.160623126128416,0,0,0
"274","273",0,0,0,0.695594718410848,0,0,0.304405281589152,0,0,0
"275","274",0,0.587450129304328,0.193174993767402,0.21937487692827,0,0,0,0,0,0
"276","275",0,0.322377796968725,0.306763125189866,0.181390971105092,0,0,0,0,0,0.189468106736317
"277","276",0,0.449688235198837,0.172743137713247,0.226762177610559,0,0.150806449477357,0,0,0,0
"278","277",0,0.143286658954549,0,0.856713341045451,0,0,0,0,0,0
"279","278",0,0.486804446368579,0,0.326864780120043,0,0.186330773511379,0,0,0,0
"280","279",0,0,0,1,0,0,0,0,0,0
"281","280",0,0.807381831139163,0,0,0,0,0.192618168860837,0,0,0
"282","281",0,0.4942257407772,0.106210929063487,0,0.399563330159314,0,0,0,0,0
"283","282",0,0.343961374704245,0.230890012610221,0,0.425148612685534,0,0,0,0,0
"284","283",0,0.242687739444557,0,0,0.757312260555443,0,0,0,0,0
"285","284",0,0.762865245116588,0,0,0.237134754883412,0,0,0,0,0
"286","285",0,0,0,0,1,0,0,0,0,0
"287","286",0,0.330375854194725,0,0,0.669624145805275,0,0,0,0,0
"288","287",0,0,0,0.204463302059908,0.600920057712711,0,0.194616640227381,0,0,0
"289","288",0,0,0,0,0.739462411723509,0,0.260537588276491,0,0,0
"290","289",0,0,0,0,1,0,0,0,0,0
"291","290",0,0.773420067170332,0.226579932829668,0,0,0,0,0,0,0
"292","291",0,0,0,0,0.86130386097698,0,0.13869613902302,0,0,0
"293","292",0.211369001276755,0,0.621602632756213,0,0.167028365967032,0,0,0,0,0
"294","293",0,0,0.661898687805235,0,0,0,0.338101312194765,0,0,0
"295","294",0,0,0,0.482385485720976,0,0.517614514279024,0,0,0,0
"296","295",0,1,0,0,0,0,0,0,0,0
"297","296",0,0.198189492412119,0,0.626761676359062,0,0,0.175048831228819,0,0,0
"298","297",0,0.100181794625555,0.899818205374445,0,0,0,0,0,0,0
"299","298",0,0.402751939471735,0,0.597248060528265,0,0,0,0,0,0
"300","299",0,1,0,0,0,0,0,0,0,0
"301","300",0,0,0,0.0995806703121922,0.900419329687808,0,0,0,0,0
"302","301",0,0,0,0,1,0,0,0,0,0
"303","302",0,0,0,0,0.703997638237456,0,0.296002361762544,0,0,0
"304","303",0,0,0.416493113245603,0,0.583506886754397,0,0,0,0,0
"305","304",0,0,1,0,0,0,0,0,0,0
"306","305",0,0.232701910842712,0.572767471845306,0,0.194530617311982,0,0,0,0,0
"307","306",0,0,0,0,1,0,0,0,0,0
"308","307",0,0.451585442687795,0,0,0.38266128688249,0,0.165753270429714,0,0,0
"309","308",0,0,0,0,1,0,0,0,0,0
"310","309",0,0,0,0.167791881876088,0.664577874657153,0,0.167630243466759,0,0,0
"311","310",0,0,0,0,0,0,1,0,0,0
"312","311",0,0,0.843824241805985,0,0.156175758194015,0,0,0,0,0
"313","312",0,0.209045586641859,0,0,0.790954413358141,0,0,0,0,0
"314","313",0,0,0,0,0.606461544255353,0,0.393538455744647,0,0,0
"315","314",0,0,0,0,0,0,1,0,0,0
"316","315",0,0,0.839773849923089,0,0,0,0.160226150076911,0,0,0
"317","316",0.26906805582855,0.196674306680816,0,0.534257637490634,0,0,0,0,0,0
"318","317",0,0.719647711938348,0.119030919666529,0.161321368395123,0,0,0,0,0,0
"319","318",0,0.144473407224223,0,0.855526592775777,0,0,0,0,0,0
"320","319",0,0,0,0,0,0.261142228625461,0.738857771374539,0,0,0
"321","320",0,1,0,0,0,0,0,0,0,0
"322","321",0,0,0,0,1,0,0,0,0,0
"323","322",0,0,1,0,0,0,0,0,0,0
"324","323",0,0,0,0,0,0,1,0,0,0
"325","324",0,0,0.242001274105927,0,0,0,0,0,0.757998725894074,0
"326","325",0,1,0,0,0,0,0,0,0,0
"327","326",0,0,1,0,0,0,0,0,0,0
"328","327",0,0.230131028808667,0,0,0.769868971191333,0,0,0,0,0
"329","328",0,0,0,0,1,0,0,0,0,0
"330","329",0,0,0,0,1,0,0,0,0,0
"331","330",0,0,0,0,0.622114650087194,0,0.377885349912806,0,0,0
"332","331",0,0,0.777716360617969,0,0,0,0.222283639382031,0,0,0
"333","332",0,0.735355113540425,0,0,0.264644886459575,0,0,0,0,0
"334","333",0,0.282377110492951,0,0.717622889507049,0,0,0,0,0,0
"335","334",0,0,0.630073323790088,0.12691646547743,0,0,0.243010210732482,0,0,0
"336","335",0.161506213744754,0.263098068652915,0,0.575395717602331,0,0,0,0,0,0
"337","336",0,0,1,0,0,0,0,0,0,0
"338","337",0,0,0,0,1,0,0,0,0,0
"339","338",0,0,0,0,1,0,0,0,0,0
"340","339",0,0,0,0,1,0,0,0,0,0
"341","340",0,0,0,0.175966790870167,0.824033209129833,0,0,0,0,0
"342","341",0,0,0,0.174034364118415,0.825965635881585,0,0,0,0,0
"343","342",0,0,0,0.302497839501042,0.697502160498958,0,0,0,0,0
"344","343",0,0,0,0,0.245756954133387,0.19747505877034,0.556767987096274,0,0,0
"345","344",0,0.290590571441348,0.709409428558652,0,0,0,0,0,0,0
"346","345",0,0,0,0.631225851318051,0,0,0.189767106427724,0.179007042254225,0,0
"347","346",0.0655339443476726,0,0.934466055652327,0,0,0,0,0,0,0
"348","347",0,0,0.771115034227135,0,0,0,0.228884965772865,0,0,0
"349","348",-1.39901176440975e-19,0,0.850461824763304,0,0,0.149538175236696,0,0,0,0
"350","349",0,0,1,0,0,0,0,0,0,0
"351","350",0,0,1,0,0,0,0,0,0,0
"352","351",0,0.233692914516826,0.443454200951675,0,0.322852884531499,0,0,0,0,0
"353","352",0.912568592806087,0,0.0874314071939129,0,0,0,0,0,0,0
"354","353",0,1,0,0,0,0,0,0,0,0
"355","354",0,0,0,0,1,0,0,0,0,0
"356","355",0,0,1,0,0,0,0,0,0,0
"357","356",0,0,1,0,0,0,0,0,0,0
"358","357",0,0,0,0,1,0,0,0,0,0
"359","358",0,0,0,0,1,0,0,0,0,0
"360","359",0,0,0,0,1,0,0,0,0,0
