source_run_group,run_id,dataset_id,outer_split_seed,inner_mixture_seed,condition,method_run_id,component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211,1103,211,equal_celltype,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,11968445.0,11790707.888525266,177737.1114747338,7982759.732205801,24288066.76977206,1.5591327601964455,2.178018145234586
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211,1103,211,equal_celltype,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4663733.0,4609162.159373464,54570.84062653594,4393645.522008001,7956276.655773532,0.8581338910171876,1.2465794336225702
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211,1103,211,equal_celltype,shapemix_length,total_count,,,5120000,4112536.0,5120000.0,36705590.0,36210407.71373441,495182.2862655893,14531052.916852085,81601495.58495858,2.8380962728226726,3.9922164403295097
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211,1103,211,equal_celltype,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,20073412.0,19793208.609661024,280203.39033897594,10560670.044495896,44427131.59823311,2.0626308680656047,2.945704353848143
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211,1103,211,equal_celltype,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,11968445.0,11800981.030819615,167463.9691803828,7982822.564941641,24266480.94361899,1.5591450322151643,2.177050081945885
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211,1103,211,equal_celltype,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4663733.0,4616218.07325375,47514.92674625013,4393892.404241922,7945077.139115931,0.8581821102035004,1.2457017615519297
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101,2203,101,equal_celltype,shapemix_count_only,total_count,,,5120000,4134899.0,5120000.0,36752089.0,36255396.82215995,496692.1778400466,14565393.338825194,81551719.21371447,2.844803386489296,3.9909986418099175
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101,2203,101,equal_celltype,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,20057509.0,19814795.80151945,242713.1984805502,10580157.582604742,44299264.209286325,2.0664370278524884,2.941462228361302
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101,2203,101,equal_celltype,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,12012789.0,11836451.119235272,176337.88076472655,8016372.850654219,24363910.332169764,1.5656978223934022,2.1814161081169057
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101,2203,101,equal_celltype,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4681791.0,4604149.901405255,77641.09859474469,4414809.115725379,7983857.549626927,0.8622674054151132,1.248738234243474
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101,2203,101,equal_celltype,shapemix_length,total_count,,,5120000,4134899.0,5120000.0,36752089.0,36254041.18222538,498047.8177746236,14574791.703653865,81611707.48880951,2.8466390046198953,3.992466232657217
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101,2203,101,equal_celltype,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,20057509.0,19796244.966623075,261264.0333769247,10578942.33408183,44281462.69090723,2.0661996746253575,2.9408711603567093
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101,2203,101,equal_celltype,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,12012789.0,11846286.431274468,166502.56872553192,8016732.862929408,24341806.58648899,1.5657681372908998,2.18042635714294
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_101,2203,101,equal_celltype,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4681791.0,4611509.784327852,70281.21567214839,4415010.952308473,7972097.776809436,0.8623068266227487,1.2478182347734357
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_count_only,total_count,,,5120000,4084596.0,5120000.0,35341207.0,34829135.2949668,512071.705033198,14259401.373468207,78483329.61881876,2.785039330755509,3.9151979919507953
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,19309710.0,19037341.087275237,272368.91272476315,10359082.178647604,42690196.00977005,2.0232582380171102,2.8875472131479016
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,11538641.0,11369690.754443653,168950.24555634707,7842981.6664146045,23399403.186715867,1.5318323567216023,2.1378016593934626
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4492856.0,4422103.453247906,70752.54675209429,4306795.8372651385,7664889.389213025,0.8411710619658473,1.223539418584734
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,total_count,,,5120000,4084596.0,5120000.0,35341207.0,34825250.958359405,515956.0416405946,14268438.725229291,78541134.10396834,2.7868044385213464,3.9166395359646407
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,19309710.0,19018460.977933712,291249.0220662877,10358040.821786577,42673249.59101455,2.02305484800519,2.886974031879232
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,11538641.0,11377956.720472967,160684.27952703275,7843734.588246783,23377891.197042946,1.53197941176695,2.136818750952558
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4492856.0,4428833.259952727,64022.740047273226,4307242.642029031,7654306.005464176,0.8412583285212951,1.2226944187703737
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,total_count,,,5120000,4111659.0,5120000.0,36886996.0,36386777.39540631,500218.6045936867,14536716.256703353,81797593.54340692,2.8392023938873736,3.997010443937652
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,20196481.0,19917992.606111303,278488.393888697,10580563.638181273,44622740.20517478,2.06651633558228,2.952182065239744
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,12023156.0,11861937.617931096,161218.38206890412,8002689.320604419,24415820.092603732,1.5630252579305506,2.1837387347933053
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4667359.0,4606847.171363939,60511.8286360614,4394718.071785429,7956913.271816899,0.8583433733955915,1.2466293047260433
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,total_count,,,5120000,4111659.0,5120000.0,36886996.0,36383722.81881964,503273.18118035793,14546600.598290129,81862440.25246136,2.841132929353541,3.9985944857923337
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,20196481.0,19898179.84835896,298301.15164104104,10579542.03155148,44606623.32181372,2.0663168030373984,2.9516488811411397
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,12023156.0,11871063.012370726,152092.9876292739,8002928.842170119,24391385.196530048,1.563072039486351,2.182645738821872
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4667359.0,4614479.958089947,52879.04191005323,4394974.418747159,7944087.567021674,0.8583934411615545,1.2456241820605125
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,total_count,,,5120000,4104355.0,5120000.0,36277350.0,35768760.7141222,508589.2858778015,14454692.552173166,80598026.95254385,2.823182139096321,3.96759399878172
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,19835210.0,19572367.877304055,262842.1226959452,10501067.892968249,43834363.02876256,2.050989822845361,2.925986847040702
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,11834536.0,11663640.643350417,170895.3566495832,7953158.936801611,24034222.10178285,1.5533513548440645,2.1666065642507557
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4607604.0,4532752.19346774,74851.80653226003,4369913.995928946,7864302.844178861,0.8534988273298723,1.239353318974732
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,total_count,,,5120000,4104355.0,5120000.0,36277350.0,35766379.22913885,510970.7708611488,14464473.330855576,80656064.5734297,2.8250924474327297,3.969022248866588
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,19835210.0,19552058.77290984,283151.22709015757,10499681.460390838,43814350.16479307,2.0507190352325857,2.9253188316081284
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,11834536.0,11673420.31375723,161115.6862427704,7953273.732379699,24009751.11993433,1.55337377585541,2.1655032938354477
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4607604.0,4540900.14247179,66703.85752820969,4370383.906642562,7851843.889016707,0.8535906067661253,1.238371212348533
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,total_count,,,5120000,4113182.0,5120000.0,36744401.0,36268249.45662503,476151.54337497056,14514503.86099784,81450579.80445386,2.8348640353511403,3.9885230810485974
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,20138384.0,19847542.346416034,290841.6535839662,10564197.179774337,44509134.30705485,2.063319761674675,2.948421661558375
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,11959847.0,11823073.053254684,136773.94674531557,7982643.196144562,24241575.10227269,1.5591099992469848,2.1759325902156608
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4646170.0,4597634.056954304,48535.94304569624,4385931.342031105,7915272.317894376,0.8566272152404503,1.243363030087651
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,total_count,,,5120000,4113182.0,5120000.0,36744401.0,36267824.40921639,476576.59078361094,14523720.077906068,81510069.872092,2.836664077716029,3.989979388655155
