source_run_group,run_id,dataset_id,outer_split_seed,inner_mixture_seed,condition,method_run_id,aggregation,cell_type,n_types_in_aggregate,true_presence_rule,predicted_presence_threshold,n_pairs,truth_positives,truth_negatives,predicted_positives,tp,fp,fn,tn,precision,precision_defined,precision_undefined_reason,recall,recall_defined,recall_undefined_reason,f1,f1_defined,f1_undefined_reason,auprc,auprc_defined,auprc_undefined_reason,has_both_truth_classes,precision_n_types_expected,precision_n_types_defined,recall_n_types_expected,recall_n_types_defined,f1_n_types_expected,f1_n_types_defined,auprc_n_types_expected,auprc_n_types_defined
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,468.0,556.0,669.0,464.0,205.0,4.0,351.0,0.6935724962630793,True,,0.9914529914529915,True,,0.8161829375549694,True,,0.9801699629316178,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,458.0,566.0,768.0,439.0,329.0,19.0,237.0,0.5716145833333334,True,,0.9585152838427947,True,,0.7161500815660685,True,,0.843779211363174,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,490.0,534.0,841.0,475.0,366.0,15.0,168.0,0.5648038049940547,True,,0.9693877551020408,True,,0.7137490608564988,True,,0.7498289612422337,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,439.0,585.0,882.0,439.0,443.0,0.0,142.0,0.4977324263038549,True,,1.0,True,,0.6646479939439818,True,,0.8774893914094699,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,487.0,537.0,813.0,487.0,326.0,0.0,211.0,0.5990159901599016,True,,1.0,True,,0.7492307692307691,True,,0.9177909487483205,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2342.0,2778.0,3973.0,2304.0,1669.0,38.0,1109.0,0.5799144223508683,True,,0.9837745516652434,True,,0.7296912114014251,True,,0.8779350063072611,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.5853478602108447,True,,0.9838712060795654,True,,0.7319921686304576,True,,0.8738116951389632,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,466.0,558.0,717.0,465.0,252.0,1.0,306.0,0.6485355648535565,True,,0.9978540772532188,True,,0.7861369399830938,True,,0.9813452365158762,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,482.0,542.0,782.0,460.0,322.0,22.0,220.0,0.5882352941176471,True,,0.9543568464730291,True,,0.7278481012658228,True,,0.8759842795595953,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,484.0,540.0,848.0,474.0,374.0,10.0,166.0,0.5589622641509434,True,,0.9793388429752066,True,,0.7117117117117118,True,,0.7722546739960386,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,467.0,557.0,824.0,467.0,357.0,0.0,200.0,0.566747572815534,True,,1.0,True,,0.7234701781564679,True,,0.9160500012319535,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,449.0,575.0,774.0,449.0,325.0,0.0,250.0,0.5801033591731266,True,,1.0,True,,0.7342600163532298,True,,0.9460290670352464,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2348.0,2772.0,3945.0,2315.0,1630.0,33.0,1142.0,0.5868187579214195,True,,0.9859454855195912,True,,0.7357381217225487,True,,0.9005347154243208,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.5885168110221615,True,,0.9863099533402909,True,,0.7366853894940653,True,,0.8983326516677421,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,466.0,558.0,708.0,465.0,243.0,1.0,315.0,0.6567796610169492,True,,0.9978540772532188,True,,0.7921635434412265,True,,0.9780843985863336,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,482.0,542.0,784.0,453.0,331.0,29.0,211.0,0.5778061224489796,True,,0.9398340248962656,True,,0.7156398104265403,True,,0.821386187436382,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,484.0,540.0,858.0,471.0,387.0,13.0,153.0,0.548951048951049,True,,0.9731404958677686,True,,0.7019374068554397,True,,0.7278238088551586,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,467.0,557.0,858.0,464.0,394.0,3.0,163.0,0.5407925407925408,True,,0.9935760171306209,True,,0.7003773584905661,True,,0.9058405473431727,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,449.0,575.0,797.0,449.0,348.0,0.0,227.0,0.5633626097867002,True,,1.0,True,,0.7207062600321028,True,,0.9113650993726966,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2348.0,2772.0,4005.0,2302.0,1703.0,46.0,1069.0,0.5747815230961298,True,,0.9804088586030665,True,,0.7246969935463561,True,,0.8747549644750225,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.5775383965992438,True,,0.9808809230295747,True,,0.7261648758491751,True,,0.8689000083187487,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,461.0,563.0,669.0,460.0,209.0,1.0,354.0,0.6875934230194319,True,,0.9978308026030369,True,,0.8141592920353982,True,,0.9847916669001365,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,496.0,528.0,791.0,481.0,310.0,15.0,218.0,0.6080910240202275,True,,0.969758064516129,True,,0.7474747474747475,True,,0.8783395981016673,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,473.0,551.0,852.0,460.0,392.0,13.0,159.0,0.539906103286385,True,,0.9725158562367865,True,,0.6943396226415095,True,,0.7361651702334133,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,494.0,530.0,810.0,492.0,318.0,2.0,212.0,0.6074074074074074,True,,0.9959514170040485,True,,0.7546012269938649,True,,0.8999885892994088,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,501.0,523.0,781.0,493.0,288.0,8.0,235.0,0.6312419974391805,True,,0.9840319361277445,True,,0.7691107644305771,True,,0.922771494448908,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2425.0,2695.0,3903.0,2386.0,1517.0,39.0,1178.0,0.6113246220855753,True,,0.9839175257731959,True,,0.7541087231352719,True,,0.8931366040808816,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.6148479910345264,True,,0.9840176152975492,True,,0.7559371307152194,True,,0.8844113037967067,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,461.0,563.0,668.0,461.0,207.0,0.0,356.0,0.6901197604790419,True,,1.0,True,,0.816651904340124,True,,0.9842706369632895,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,496.0,528.0,818.0,478.0,340.0,18.0,188.0,0.5843520782396088,True,,0.9637096774193549,True,,0.7275494672754947,True,,0.8310359184019664,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,473.0,551.0,878.0,466.0,412.0,7.0,139.0,0.530751708428246,True,,0.985200845665962,True,,0.689859363434493,True,,0.6999346549508266,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,494.0,530.0,828.0,488.0,340.0,6.0,190.0,0.5893719806763285,True,,0.9878542510121457,True,,0.7382753403933434,True,,0.8766152023188344,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,501.0,523.0,806.0,495.0,311.0,6.0,212.0,0.6141439205955335,True,,0.9880239520958084,True,,0.7574598316755929,True,,0.8838012086291196,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2425.0,2695.0,3998.0,2388.0,1610.0,37.0,1085.0,0.5972986493246624,True,,0.9847422680412371,True,,0.7435777673984121,True,,0.8654199085139549,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.6017478896837517,True,,0.9849577452386542,True,,0.7459591814238097,True,,0.8551315242528073,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,463.0,561.0,668.0,461.0,207.0,2.0,354.0,0.6901197604790419,True,,0.9956803455723542,True,,0.8152077807250221,True,,0.9855270298571603,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,469.0,555.0,754.0,451.0,303.0,18.0,252.0,0.5981432360742706,True,,0.9616204690831557,True,,0.7375306623058054,True,,0.8869621114548003,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,454.0,570.0,834.0,444.0,390.0,10.0,180.0,0.5323741007194245,True,,0.9779735682819384,True,,0.68944099378882,True,,0.7368937837062481,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,452.0,572.0,808.0,447.0,361.0,5.0,211.0,0.5532178217821783,True,,0.9889380530973452,True,,0.7095238095238096,True,,0.9105270624659282,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,486.0,538.0,779.0,483.0,296.0,3.0,242.0,0.62002567394095,True,,0.9938271604938271,True,,0.7636363636363637,True,,0.9235967675878132,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2324.0,2796.0,3843.0,2286.0,1557.0,38.0,1239.0,0.594847775175644,True,,0.9836488812392427,True,,0.741365331603697,True,,0.8957939915642819,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.5987761185991729,True,,0.9836079193057241,True,,0.7430679219959642,True,,0.88870135101439,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_length,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,463.0,561.0,664.0,462.0,202.0,1.0,359.0,0.6957831325301205,True,,0.9978401727861771,True,,0.8198757763975155,True,,0.984570722425314,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_length,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,469.0,555.0,774.0,444.0,330.0,25.0,225.0,0.5736434108527132,True,,0.9466950959488273,True,,0.7144006436041835,True,,0.8560689119254266,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_length,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,454.0,570.0,850.0,444.0,406.0,10.0,164.0,0.5223529411764706,True,,0.9779735682819384,True,,0.6809815950920245,True,,0.6825710896201391,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_length,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,452.0,572.0,827.0,446.0,381.0,6.0,191.0,0.5392986698911729,True,,0.9867256637168141,True,,0.6974198592650509,True,,0.8766138572356613,True,,True,,,,,,,,
