effect_level,outer_split_seed,inner_mixture_seed,condition,cell_type,metric,n_inner_expected,n_inner_available,shapemix_length_run_id,shapemix_length_status,shapemix_length_value,shapemix_count_only_run_id,shapemix_count_only_status,shapemix_count_only_value,effect_status,unavailable_reason,delta_length_minus_count_only
inner_pair,1103,101.0,equal_celltype,CD4 TCM,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.07423486107479874,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.06568277891680727,complete,,0.00855208215799147
inner_pair,1103,101.0,equal_celltype,CD4 TCM,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5672781500426002,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.6211206837581008,complete,,-0.05384253371550063
inner_pair,1103,101.0,equal_celltype,CD4 TCM,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5539327284145823,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.5967790914693055,complete,,-0.042846363054723224
inner_pair,1103,101.0,equal_celltype,CD16 Mono,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.02521332139702564,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.02301622133533094,complete,,0.0021971000616946984
inner_pair,1103,101.0,equal_celltype,CD16 Mono,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.03726806487693989,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.03478810765079484,complete,,0.002479957226145052
inner_pair,1103,101.0,equal_celltype,CD16 Mono,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8899702829144602,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8991134307140936,complete,,-0.009143147799633322
inner_pair,1103,101.0,equal_celltype,CD16 Mono,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8600808486973036,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8702710850523765,complete,,-0.01019023635507288
inner_pair,1103,101.0,equal_celltype,NK,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.032393946467973986,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.028036861826687468,complete,,0.004357084641286518
inner_pair,1103,101.0,equal_celltype,NK,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.04368659584076425,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.03948087183374732,complete,,0.00420572400701693
inner_pair,1103,101.0,equal_celltype,NK,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8582584841730452,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.881816321586162,complete,,-0.02355783741311679
inner_pair,1103,101.0,equal_celltype,NK,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8063210002735922,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8311096212173978,complete,,-0.024788620943805628
inner_pair,1103,101.0,equal_celltype,CD8 TEM_1,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.05097252176751504,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.04636093557872535,complete,,0.004611586188789686
inner_pair,1103,101.0,equal_celltype,CD8 TEM_1,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.06725451521322828,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.06306664166777452,complete,,0.00418787354545376
inner_pair,1103,101.0,equal_celltype,CD8 TEM_1,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5624786262043975,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.6355087101484602,complete,,-0.07303008394406274
inner_pair,1103,101.0,equal_celltype,CD8 TEM_1,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5058291981101865,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.5684903911149126,complete,,-0.06266119300472617
inner_pair,1103,101.0,equal_celltype,CD8 TEM_2,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.04742369533070337,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.044225900764628,complete,,0.003197794566075371
inner_pair,1103,101.0,equal_celltype,CD8 TEM_2,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.06311155679776928,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.05996303996835161,complete,,0.0031485168294176705
inner_pair,1103,101.0,equal_celltype,CD8 TEM_2,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6832093449501586,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7175962593370978,complete,,-0.034386914386939194
inner_pair,1103,101.0,equal_celltype,CD8 TEM_2,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6167911456125086,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.6531457773683105,complete,,-0.03635463175580189
inner_pair,1103,101.0,equal_celltype,Intermediate B,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.03965838391661501,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.03310556167936121,complete,,0.0065528222372538
inner_pair,1103,101.0,equal_celltype,Intermediate B,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.05379075141493233,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.046493828509751464,complete,,0.007296922905180865
inner_pair,1103,101.0,equal_celltype,Intermediate B,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7702749361247923,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8300892956632266,complete,,-0.05981435953843439
inner_pair,1103,101.0,equal_celltype,Intermediate B,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7436318198320508,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8031131462282215,complete,,-0.05948132639617065
inner_pair,1103,101.0,equal_celltype,Memory B,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.03579541838696366,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.030105069103144085,complete,,0.005690349283819573
inner_pair,1103,101.0,equal_celltype,Memory B,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.04990168931016127,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.044096980094490146,complete,,0.005804709215671125
inner_pair,1103,101.0,equal_celltype,Memory B,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7808207360654688,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8307243548000108,complete,,-0.04990361873454208
inner_pair,1103,101.0,equal_celltype,Memory B,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7439771495577989,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7979457050300883,complete,,-0.0539685554722894
inner_pair,1103,101.0,equal_celltype,CD4 TEM,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.04163776417380201,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.03885044597548771,complete,,0.0027873181983142994
inner_pair,1103,101.0,equal_celltype,CD4 TEM,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.054999274999907186,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.05322546537909991,complete,,0.0017738096208072748
inner_pair,1103,101.0,equal_celltype,CD4 TEM,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7000540815865778,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7438108171622683,complete,,-0.043756735575690486
inner_pair,1103,101.0,equal_celltype,CD4 TEM,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6657402075548664,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7160648435691163,complete,,-0.05032463601424986
inner_pair,1103,101.0,equal_celltype,cDC,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.024749574991843267,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.02349974335205131,complete,,0.0012498316397919554
inner_pair,1103,101.0,equal_celltype,cDC,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.0388853729021915,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.03635517234075959,complete,,0.002530200561431911
inner_pair,1103,101.0,equal_celltype,cDC,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8866660981012742,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8897163237166916,complete,,-0.0030502256154174567
inner_pair,1103,101.0,equal_celltype,cDC,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8508636737045718,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8548876414720975,complete,,-0.004023967767525671
inner_pair,1103,101.0,equal_celltype,Treg,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.04579399345841491,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.03797305632609419,complete,,0.007820937132320717
inner_pair,1103,101.0,equal_celltype,Treg,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.06594615178141475,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.054982032461675975,complete,,0.010964119319738772
inner_pair,1103,101.0,equal_celltype,Treg,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7587758080016584,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7981855203427893,complete,,-0.03940971234113089
inner_pair,1103,101.0,equal_celltype,Treg,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6899184685240507,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7417540168749237,complete,,-0.051835548350873006
inner_pair,1103,101.0,equal_celltype,gdT,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.0534676932912037,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.0491640726205536,complete,,0.004303620670650099
inner_pair,1103,101.0,equal_celltype,gdT,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.07251520792317433,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.06734535298856557,complete,,0.005169854934608753
inner_pair,1103,101.0,equal_celltype,gdT,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5159618358615862,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.5864003266616293,complete,,-0.07043849080004316
inner_pair,1103,101.0,equal_celltype,gdT,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.4997885649671783,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.5682458606627043,complete,,-0.06845729569552605
inner_pair,1103,101.0,equal_celltype,MAIT,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.037827884447697496,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.03349293919440367,complete,,0.004334945253293823
inner_pair,1103,101.0,equal_celltype,MAIT,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.051882527656095835,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.045434144347930513,complete,,0.006448383308165322
inner_pair,1103,101.0,equal_celltype,MAIT,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7996612182307263,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8305020221477121,complete,,-0.030840803916985737
inner_pair,1103,101.0,equal_celltype,MAIT,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7481920763920025,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7734296291702456,complete,,-0.025237552778243133
inner_pair,1103,101.0,equal_celltype,Naive B,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.04466105588653878,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.035278619287265695,complete,,0.009382436599273083
inner_pair,1103,101.0,equal_celltype,Naive B,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.0630667355456016,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.049576625558102515,complete,,0.01349010998749909
inner_pair,1103,101.0,equal_celltype,Naive B,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7764311315509236,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8343296114863098,complete,,-0.057898479935386216
inner_pair,1103,101.0,equal_celltype,Naive B,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7392149787620763,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7852078832721633,complete,,-0.045992904510086974
inner_pair,1103,101.0,observed_abundance,CD14 Mono,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.05053935645932396,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.05339959115873309,complete,,-0.002860234699409131
inner_pair,1103,101.0,observed_abundance,CD14 Mono,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.06597366444958842,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.069714288567507,complete,,-0.0037406241179185756
inner_pair,1103,101.0,observed_abundance,CD14 Mono,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9163600570349225,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9148649125223415,complete,,0.001495144512581037
inner_pair,1103,101.0,observed_abundance,CD14 Mono,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.911396395259975,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.907963984954103,complete,,0.0034324103058719357
inner_pair,1103,101.0,observed_abundance,CD4 Naive,mae_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.05940083256799315,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.05892545304901542,complete,,0.0004753795189777338
inner_pair,1103,101.0,observed_abundance,CD4 Naive,rmse_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.07807412844089649,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.07798712817935591,complete,,8.70002615405846e-05
inner_pair,1103,101.0,observed_abundance,CD4 Naive,pearson_r_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7499162758555138,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7657588505966126,complete,,-0.015842574741098847
inner_pair,1103,101.0,observed_abundance,CD4 Naive,spearman_rho_v1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7349219294927783,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7576414448638024,complete,,-0.022719515371024013
