source_run_group,run_id,dataset_id,outer_split_seed,inner_mixture_seed,condition,method_run_id,metric,value,metric_name,metric_version,n_spots,n_cell_types,cell_type_universe
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,jsd_v2,0.15294360343386848,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,rmse_v1,0.05675259306120607,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,jsd_v2,0.18067238247059692,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,rmse_v1,0.05231295040118602,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,jsd_v2,0.15688426208116707,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,rmse_v1,0.05748889102674737,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,jsd_v2,0.1833551699395418,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,rmse_v1,0.05241747285735067,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,jsd_v2,0.15786767886642544,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,rmse_v1,0.057822229713416586,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,jsd_v2,0.18484361195051333,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,rmse_v1,0.053916250994970744,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,jsd_v2,0.16155518454661427,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,rmse_v1,0.0587018129274629,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,jsd_v2,0.18679131582651198,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,rmse_v1,0.05363711065980955,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,jsd_v2,0.1585256119164264,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_length,rmse_v1,0.058630374972595524,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
