dataset_id,factor,level,mixture_seed,method_id,status,wall_runtime_seconds,peak_rss_bytes,device,count_cache_mode,peak_device_memory_allocated_bytes,peak_device_memory_reserved_bytes
pbmc_shapemix_stress_v2_bins_five_mix_307,bins,five,307,shapemix_count_only,success,386.20516548700107,3048144896,cuda:0,full_cuda,175313408.0,195035136.0
pbmc_shapemix_stress_v2_bins_five_mix_307,bins,five,307,nnls,success,3.897602104003454,2731737088,,,,
pbmc_shapemix_stress_v2_anchor_standard_mix_401,anchor,standard,401,shapemix_length,success,729.6355433989993,2960142336,cuda:0,full_cuda,136302592.0,138412032.0
pbmc_shapemix_stress_v2_anchor_standard_mix_401,anchor,standard,401,shapemix_count_only,success,387.56330442200124,2961698816,cuda:0,full_cuda,133352960.0,136314880.0
pbmc_shapemix_stress_v2_anchor_standard_mix_401,anchor,standard,401,nnls,success,3.6324026260008395,2665988096,,,,
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_401,depth,keep_0p25,401,shapemix_length,success,807.1108584230024,2886660096,cuda:0,full_cuda,136302592.0,138412032.0
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_401,depth,keep_0p25,401,shapemix_count_only,success,487.59745902699797,2886426624,cuda:0,full_cuda,133352960.0,136314880.0
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_401,depth,keep_0p25,401,nnls,success,3.390985799000191,2589622272,,,,
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_401,depth,keep_0p50,401,shapemix_length,success,728.5808228259993,2929610752,cuda:0,full_cuda,136302592.0,138412032.0
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_401,depth,keep_0p50,401,shapemix_count_only,success,410.8807325960006,2935910400,cuda:0,full_cuda,133352960.0,136314880.0
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_401,depth,keep_0p50,401,nnls,success,3.5185388930003683,2639331328,,,,
pbmc_shapemix_stress_v2_depth_keep_0p75_mix_401,depth,keep_0p75,401,shapemix_length,success,788.0288961090009,2956443648,cuda:0,full_cuda,136302592.0,138412032.0
pbmc_shapemix_stress_v2_depth_keep_0p75_mix_401,depth,keep_0p75,401,shapemix_count_only,success,389.8079591179994,2955735040,cuda:0,full_cuda,133352960.0,136314880.0
pbmc_shapemix_stress_v2_depth_keep_0p75_mix_401,depth,keep_0p75,401,nnls,success,3.6030733110019355,2659016704,,,,
pbmc_shapemix_stress_v2_cells_mean_2_mix_401,cells,mean_2,401,shapemix_length,success,1450.8145565800005,2809995264,cuda:0,full_cuda,136302592.0,138412032.0
pbmc_shapemix_stress_v2_cells_mean_2_mix_401,cells,mean_2,401,shapemix_count_only,success,757.2135275719993,2805870592,cuda:0,full_cuda,133352960.0,136314880.0
pbmc_shapemix_stress_v2_cells_mean_2_mix_401,cells,mean_2,401,nnls,success,2.7116292500031705,2513268736,,,,
pbmc_shapemix_stress_v2_cells_mean_5_mix_401,cells,mean_5,401,shapemix_length,success,1036.4062219230036,2892259328,cuda:0,full_cuda,136302592.0,138412032.0
pbmc_shapemix_stress_v2_cells_mean_5_mix_401,cells,mean_5,401,shapemix_count_only,success,567.5533873110035,2892439552,cuda:0,full_cuda,133352960.0,136314880.0
pbmc_shapemix_stress_v2_cells_mean_5_mix_401,cells,mean_5,401,nnls,success,3.2376250440065633,2588930048,,,,
pbmc_shapemix_stress_v2_cells_mean_20_mix_401,cells,mean_20,401,shapemix_length,success,668.9764279770025,3059736576,cuda:0,full_cuda,136302592.0,138412032.0
pbmc_shapemix_stress_v2_cells_mean_20_mix_401,cells,mean_20,401,shapemix_count_only,success,369.1987927290029,3059597312,cuda:0,full_cuda,133352960.0,136314880.0
pbmc_shapemix_stress_v2_cells_mean_20_mix_401,cells,mean_20,401,nnls,success,3.930625818997214,2758930432,,,,
pbmc_shapemix_stress_v2_rare_nk_fraction_0p001_mix_401,rare_nk,fraction_0p001,401,shapemix_length,success,740.9529501919969,2971320320,cuda:0,full_cuda,136302592.0,138412032.0
pbmc_shapemix_stress_v2_rare_nk_fraction_0p001_mix_401,rare_nk,fraction_0p001,401,shapemix_count_only,success,408.0606313699973,2971639808,cuda:0,full_cuda,133352960.0,136314880.0
pbmc_shapemix_stress_v2_rare_nk_fraction_0p001_mix_401,rare_nk,fraction_0p001,401,nnls,success,3.5937389169994276,2665713664,,,,
pbmc_shapemix_stress_v2_rare_nk_fraction_0p005_mix_401,rare_nk,fraction_0p005,401,shapemix_length,success,714.7322279330037,2971369472,cuda:0,full_cuda,136302592.0,138412032.0
pbmc_shapemix_stress_v2_rare_nk_fraction_0p005_mix_401,rare_nk,fraction_0p005,401,shapemix_count_only,success,371.9467528269961,2971590656,cuda:0,full_cuda,133352960.0,136314880.0
pbmc_shapemix_stress_v2_rare_nk_fraction_0p005_mix_401,rare_nk,fraction_0p005,401,nnls,success,3.614777137998317,2672316416,,,,
pbmc_shapemix_stress_v2_rare_nk_fraction_0p010_mix_401,rare_nk,fraction_0p010,401,shapemix_length,success,720.3036107410007,2971660288,cuda:0,full_cuda,136302592.0,138412032.0
pbmc_shapemix_stress_v2_rare_nk_fraction_0p010_mix_401,rare_nk,fraction_0p010,401,shapemix_count_only,success,388.98516771900177,2971381760,cuda:0,full_cuda,133352960.0,136314880.0
pbmc_shapemix_stress_v2_rare_nk_fraction_0p010_mix_401,rare_nk,fraction_0p010,401,nnls,success,3.6222581939946394,2673168384,,,,
pbmc_shapemix_stress_v2_features_peaks_1000_mix_401,features,peaks_1000,401,shapemix_length,success,164.01370482399943,2044829696,cuda:0,full_cuda,86421504.0,88080384.0
pbmc_shapemix_stress_v2_features_peaks_1000_mix_401,features,peaks_1000,401,shapemix_count_only,success,98.36827867700049,2047447040,cuda:0,full_cuda,83471872.0,83886080.0
pbmc_shapemix_stress_v2_features_peaks_1000_mix_401,features,peaks_1000,401,nnls,success,0.9972498369970708,1979420672,,,,
pbmc_shapemix_stress_v2_features_peaks_2500_mix_401,features,peaks_2500,401,shapemix_length,success,357.9121139359995,2379141120,cuda:0,full_cuda,105680384.0,106954752.0
pbmc_shapemix_stress_v2_features_peaks_2500_mix_401,features,peaks_2500,401,shapemix_count_only,success,203.39232242300204,2379272192,cuda:0,full_cuda,102730752.0,104857600.0
pbmc_shapemix_stress_v2_features_peaks_2500_mix_401,features,peaks_2500,401,nnls,success,1.9416105069976766,2234314752,,,,
pbmc_shapemix_stress_v2_subtype_broad3_mix_401,subtype,broad3,401,shapemix_length,success,453.30061442199803,2525200384,cuda:0,full_cuda,134907904.0,138412032.0
pbmc_shapemix_stress_v2_subtype_broad3_mix_401,subtype,broad3,401,shapemix_count_only,success,255.01800771499984,2525147136,cuda:0,full_cuda,132038144.0,134217728.0
pbmc_shapemix_stress_v2_subtype_broad3_mix_401,subtype,broad3,401,nnls,success,1.7441695550005534,2360082432,,,,
pbmc_shapemix_stress_v2_subtype_cd4_related3_mix_401,subtype,cd4_related3,401,shapemix_length,success,451.22703702900617,2371547136,cuda:0,full_cuda,134907904.0,138412032.0
pbmc_shapemix_stress_v2_subtype_cd4_related3_mix_401,subtype,cd4_related3,401,shapemix_count_only,success,249.54781622999872,2371543040,cuda:0,full_cuda,132038144.0,134217728.0
pbmc_shapemix_stress_v2_subtype_cd4_related3_mix_401,subtype,cd4_related3,401,nnls,success,1.3623336540040327,2230329344,,,,
pbmc_shapemix_stress_v2_reference_support_per_type_50_mix_401,reference_support,per_type_50,401,shapemix_length,success,292.8068356720032,2342268928,cuda:0,full_cuda,134907904.0,138412032.0
pbmc_shapemix_stress_v2_reference_support_per_type_50_mix_401,reference_support,per_type_50,401,shapemix_count_only,success,193.2153942549994,2334826496,cuda:0,full_cuda,132038144.0,134217728.0
pbmc_shapemix_stress_v2_reference_support_per_type_50_mix_401,reference_support,per_type_50,401,nnls,success,1.1580242160052876,2181165056,,,,
pbmc_shapemix_stress_v2_reference_support_per_type_100_mix_401,reference_support,per_type_100,401,shapemix_length,success,320.99958369399974,2336833536,cuda:0,full_cuda,134907904.0,138412032.0
pbmc_shapemix_stress_v2_reference_support_per_type_100_mix_401,reference_support,per_type_100,401,shapemix_count_only,success,197.65796812999906,2338693120,cuda:0,full_cuda,132038144.0,134217728.0
pbmc_shapemix_stress_v2_reference_support_per_type_100_mix_401,reference_support,per_type_100,401,nnls,success,1.1973884910039487,2187882496,,,,
pbmc_shapemix_stress_v2_reference_support_per_type_250_mix_401,reference_support,per_type_250,401,shapemix_length,success,395.6734804420048,2357972992,cuda:0,full_cuda,134907904.0,138412032.0
pbmc_shapemix_stress_v2_reference_support_per_type_250_mix_401,reference_support,per_type_250,401,shapemix_count_only,success,206.62819189600123,2356473856,cuda:0,full_cuda,132038144.0,134217728.0
pbmc_shapemix_stress_v2_reference_support_per_type_250_mix_401,reference_support,per_type_250,401,nnls,success,1.2616363019988057,2192789504,,,,
pbmc_shapemix_stress_v2_reference_support_all_mix_401,reference_support,all,401,shapemix_length,success,446.29890805800096,2522226688,cuda:0,full_cuda,134907904.0,138412032.0
pbmc_shapemix_stress_v2_reference_support_all_mix_401,reference_support,all,401,shapemix_count_only,success,254.31432555399806,2522202112,cuda:0,full_cuda,132038144.0,134217728.0
pbmc_shapemix_stress_v2_reference_support_all_mix_401,reference_support,all,401,nnls,success,1.7272669649973977,2355335168,,,,
pbmc_shapemix_stress_v2_bins_two_mix_401,bins,two,401,shapemix_length,success,714.6845252259955,2920398848,cuda:0,full_cuda,115338752.0,117440512.0
pbmc_shapemix_stress_v2_bins_two_mix_401,bins,two,401,shapemix_count_only,success,383.26078229500126,2922385408,cuda:0,full_cuda,113536000.0,115343360.0
pbmc_shapemix_stress_v2_bins_two_mix_401,bins,two,401,nnls,success,3.435536915996636,2641420288,,,,
pbmc_shapemix_stress_v2_bins_five_mix_401,bins,five,401,shapemix_length,success,683.6645957259971,3041923072,cuda:0,full_cuda,180556800.0,201326592.0
pbmc_shapemix_stress_v2_bins_five_mix_401,bins,five,401,shapemix_count_only,success,379.6290808699996,3040710656,cuda:0,full_cuda,175313408.0,195035136.0
pbmc_shapemix_stress_v2_bins_five_mix_401,bins,five,401,nnls,success,3.8487355149991345,2727231488,,,,
