dataset_id,factor,level,control_level,mixture_seed,metric,shapemix_count_only,shapemix_length,length_minus_count_only,length_improved
pbmc_shapemix_stress_v2_reference_support_per_type_50_mix_307,reference_support,per_type_50,all,307,jsd_v2,0.016975499034195,0.023479433123713,0.006503934089518,False
pbmc_shapemix_stress_v2_reference_support_per_type_50_mix_307,reference_support,per_type_50,all,307,rmse_v1,0.085882997809331,0.1039683986526736,0.018085400843342606,False
pbmc_shapemix_stress_v2_reference_support_per_type_50_mix_401,reference_support,per_type_50,all,401,jsd_v2,0.017461614785711,0.0245505227678229,0.007088907982111901,False
pbmc_shapemix_stress_v2_reference_support_per_type_50_mix_401,reference_support,per_type_50,all,401,rmse_v1,0.084637436100453,0.1037221764472814,0.019084740346828402,False
pbmc_shapemix_stress_v2_subtype_broad3_mix_307,subtype,broad3,broad3,307,jsd_v2,0.0106731065674929,0.0105182157689628,-0.00015489079853009922,True
pbmc_shapemix_stress_v2_subtype_broad3_mix_307,subtype,broad3,broad3,307,rmse_v1,0.0715091012214755,0.0690649362213163,-0.0024441650001591902,True
pbmc_shapemix_stress_v2_subtype_broad3_mix_401,subtype,broad3,broad3,401,jsd_v2,0.0108257697907801,0.0106902794289047,-0.0001354903618753997,True
pbmc_shapemix_stress_v2_subtype_broad3_mix_401,subtype,broad3,broad3,401,rmse_v1,0.0709889069427794,0.0684756305427193,-0.002513276400060105,True
pbmc_shapemix_stress_v2_subtype_cd4_related3_mix_307,subtype,cd4_related3,broad3,307,jsd_v2,0.0248358429701257,0.0346026839734293,0.009766841003303599,False
pbmc_shapemix_stress_v2_subtype_cd4_related3_mix_307,subtype,cd4_related3,broad3,307,rmse_v1,0.1077968095215544,0.1325510749650287,0.024754265443474283,False
pbmc_shapemix_stress_v2_subtype_cd4_related3_mix_401,subtype,cd4_related3,broad3,401,jsd_v2,0.0261602229966365,0.0348804979139618,0.0087202749173253,False
pbmc_shapemix_stress_v2_subtype_cd4_related3_mix_401,subtype,cd4_related3,broad3,401,rmse_v1,0.1083048195138175,0.1306077257284766,0.022302906214659093,False
